code	0-15 hours	16-30 hours	31-48 hours	49+ hours
E00001093	26	51	86	39
E00001094	23	57	73	21
E00001095	21	38	107	27
E00001096	5	11	11	3
E00001097	32	45	101	31
E00001098	20	41	109	39
E00001099	22	30	94	30
E00001100	27	31	64	19
E00001101	29	28	76	22
E00001102	14	43	90	20
E00001103	30	43	66	39
E00001104	7	22	75	21
E00001105	16	30	98	27
E00001106	17	51	82	27
E00001107	20	40	90	31
E00001108	24	43	90	33
E00001109	15	41	112	12
E00001110	30	34	93	25
E00001111	14	35	93	17
E00001112	20	43	100	13
E00001113	19	41	70	23
E00001114	24	31	132	48
E00001115	18	23	82	19
E00001116	8	23	45	7
E00001117	19	27	84	27
E00001118	21	35	109	30
E00001119	13	28	83	19
E00001120	10	38	88	24
E00001121	11	28	89	18
E00001122	24	27	86	23
E00001123	16	37	90	22
E00001124	26	33	97	22
E00001125	18	36	90	20
E00001126	20	25	92	18
E00001127	16	24	99	16
E00001128	26	42	139	22
E00001129	12	36	100	18
E00001130	20	34	113	14
E00001131	20	36	87	21
E00001132	11	30	86	25
E00001133	18	33	83	12
E00001134	16	37	77	23
E00001135	17	42	89	41
E00001136	18	39	144	41
E00001137	8	24	90	22
E00001138	21	30	89	30
E00001139	22	37	89	29
E00001140	8	25	58	17
E00001141	17	47	84	34
E00001142	16	28	81	39
E00001143	11	20	124	25
E00001144	11	35	81	23
E00001145	20	31	102	24
E00001146	22	31	99	26
E00001147	14	25	100	25
E00001148	18	40	98	11
E00001149	19	29	101	34
E00001150	18	34	122	29
E00001151	19	17	102	22
E00001152	10	30	79	37
E00001153	15	29	117	31
E00001154	20	41	114	19
E00001155	13	16	65	27
E00001156	12	14	35	7
E00001157	27	30	123	42
E00001158	31	46	107	23
E00001159	9	31	84	13
E00001160	23	34	121	25
E00001161	16	32	125	22
E00001162	17	25	48	10
E00001163	24	29	122	21
E00001164	10	16	86	28
E00001165	23	20	106	32
E00001166	13	43	127	32
E00001167	24	17	94	24
E00001168	20	27	99	15
E00001169	22	29	74	29
E00001170	10	34	52	16
E00001171	13	23	69	27
E00001172	20	41	68	26
E00001173	25	31	89	33
E00001174	37	39	124	47
E00001175	30	42	67	20
E00001176	24	23	95	15
E00001177	30	38	144	37
E00001178	17	40	109	35
E00001179	25	31	87	31
E00001180	8	20	85	15
E00001181	31	43	111	26
E00001182	22	35	87	27
E00001183	35	30	96	44
E00001184	27	39	139	37
E00001185	14	37	114	30
E00001186	15	25	69	28
E00001187	25	39	107	30
E00001188	19	25	92	23
E00001189	12	29	95	23
E00001191	17	39	132	24
E00001192	15	30	80	20
E00001193	24	51	111	35
E00001194	25	24	64	21
E00001195	10	24	53	30
E00001196	16	33	91	32
E00001197	18	31	84	29
E00001198	8	25	54	21
E00001199	26	24	71	16
E00001200	32	40	73	38
E00001201	25	33	76	22
E00001202	16	26	98	15
E00001203	7	9	86	22
E00001204	11	18	101	20
E00001205	29	38	108	25
E00001206	18	24	115	25
E00001207	13	25	78	24
E00001208	21	39	87	33
E00001209	25	31	76	33
E00001210	24	34	116	30
E00001211	17	36	147	37
E00001212	17	28	92	23
E00001213	17	21	77	32
E00001214	7	11	42	25
E00001215	17	23	55	44
E00001216	18	22	53	37
E00001217	8	40	98	27
E00001218	11	33	62	32
E00001219	11	22	98	19
E00001220	17	41	134	29
E00001221	16	35	79	27
E00001222	12	18	101	27
E00001223	27	32	120	38
E00001224	10	22	85	22
E00001225	33	31	64	31
E00001226	24	33	67	30
E00001227	14	27	100	32
E00001228	19	42	96	28
E00001229	19	37	90	38
E00001230	14	28	97	32
E00001231	10	17	86	15
E00001232	7	9	65	12
E00001233	18	32	112	42
E00001234	17	28	72	26
E00001235	28	36	128	41
E00001236	7	30	98	27
E00001237	21	41	81	38
E00001238	15	31	84	21
E00001239	7	17	104	17
E00001240	14	23	111	37
E00001241	18	28	80	23
E00001242	14	29	93	23
E00001243	13	25	87	28
E00001244	16	29	68	30
E00001245	14	10	72	20
E00001246	12	16	85	21
E00001247	14	23	81	23
E00001248	14	17	107	20
E00001249	19	21	70	25
E00001250	23	34	93	21
E00001251	9	31	93	19
E00001252	16	12	51	17
E00001253	13	20	50	24
E00001254	18	24	67	33
E00001255	17	40	97	42
E00001256	21	30	109	15
E00001257	24	40	83	36
E00001258	15	24	118	30
E00001259	17	23	68	24
E00001260	16	40	66	16
E00001261	20	29	79	33
E00001262	30	33	107	34
E00001263	20	40	105	48
E00001265	9	28	81	25
E00001266	14	13	49	25
E00001267	11	33	83	27
E00001268	15	36	91	33
E00001269	14	34	71	35
E00001270	18	44	106	14
E00001271	27	35	156	40
E00001272	10	27	55	13
E00001273	16	39	126	23
E00001274	30	38	89	51
E00001275	13	23	100	21
E00001276	25	29	90	17
E00001277	15	28	80	36
E00001278	15	38	76	22
E00001279	8	20	54	9
E00001280	17	31	61	16
E00001281	22	44	174	20
E00001282	17	25	105	23
E00001283	21	35	132	36
E00001284	16	26	72	43
E00001285	11	32	93	29
E00001286	11	21	104	20
E00001288	40	44	161	51
E00001289	18	23	97	24
E00001290	11	28	80	24
E00001291	32	43	148	55
E00001292	9	26	74	23
E00001293	17	40	101	37
E00001294	19	35	87	23
E00001295	23	16	63	35
E00001296	12	32	85	38
E00001297	22	26	75	39
E00001298	36	27	87	44
E00001299	9	24	77	33
E00001300	21	31	94	39
E00001301	30	30	101	36
E00001302	16	25	87	31
E00001303	17	24	73	32
E00001304	14	21	93	21
E00001305	21	26	77	50
E00001306	21	26	99	21
E00001307	25	27	87	28
E00001308	26	25	84	35
E00001309	18	21	58	25
E00001310	8	14	84	20
E00001311	31	21	72	46
E00001312	16	26	85	43
E00001313	11	21	84	29
E00001314	17	28	77	32
E00001315	6	19	61	5
E00001316	10	19	82	12
E00001317	16	36	93	20
E00001318	11	20	93	20
E00001319	20	48	101	30
E00001320	24	27	98	32
E00001321	24	33	91	38
E00001322	13	42	129	26
E00001323	22	40	99	39
E00001324	18	49	103	27
E00001325	12	25	77	19
E00001326	20	30	94	30
E00001327	16	17	94	27
E00001328	11	32	79	28
E00001329	11	41	87	31
E00001330	34	48	106	30
E00001331	7	27	64	15
E00001332	15	33	152	44
E00001333	14	23	98	21
E00001334	10	27	89	24
E00001335	20	36	109	24
E00001336	16	28	98	24
E00001337	35	32	84	41
E00001338	12	24	98	30
E00001339	14	28	91	20
E00001340	15	42	117	15
E00001341	21	28	62	23
E00001342	13	22	84	18
E00001343	13	29	73	34
E00001344	19	28	87	17
E00001345	25	41	90	31
E00001346	21	31	108	23
E00001347	20	42	106	36
E00001348	19	30	88	34
E00001349	15	12	66	25
E00001350	16	19	101	28
E00001351	11	20	37	10
E00001352	12	11	107	35
E00001353	15	32	121	30
E00001354	15	22	57	19
E00001355	24	43	95	36
E00001356	9	22	88	26
E00001357	13	24	78	17
E00001358	13	21	99	26
E00001359	7	9	60	13
E00001360	18	26	95	43
E00001361	7	22	75	25
E00001362	16	26	91	39
E00001363	16	24	85	29
E00001364	22	37	83	37
E00001365	24	23	92	42
E00001366	20	31	89	28
E00001367	24	29	77	34
E00001368	20	24	76	45
E00001369	27	31	105	37
E00001370	19	30	61	36
E00001371	15	20	68	20
E00001372	32	33	74	46
E00001373	21	54	101	36
E00001374	22	35	68	37
E00001375	31	31	62	39
E00001376	11	36	105	27
E00001377	4	10	35	2
E00001378	9	11	63	28
E00001379	15	50	123	22
E00001380	18	31	69	49
E00001381	24	20	72	38
E00001382	23	26	87	34
E00001383	10	36	77	27
E00001384	10	20	90	15
E00001385	11	26	84	27
E00001386	24	28	99	27
E00001387	16	26	87	23
E00001388	7	24	89	21
E00001389	17	36	84	28
E00001390	6	19	63	26
E00001391	23	45	80	45
E00001392	12	29	86	30
E00001393	16	33	93	27
E00001394	28	27	90	40
E00001395	26	32	80	36
E00001396	13	19	92	27
E00001397	16	31	90	28
E00001398	17	22	79	11
E00001399	6	29	77	11
E00001400	8	17	83	12
E00001401	15	31	69	16
E00001402	24	51	106	25
E00001403	16	21	67	16
E00001404	20	20	81	26
E00001405	22	35	75	18
E00001406	21	31	92	20
E00001407	21	33	75	8
E00001408	20	42	51	15
E00001409	22	46	68	14
E00001410	13	46	98	29
E00001411	6	22	42	7
E00001412	9	27	69	17
E00001413	14	30	74	13
E00001414	15	34	67	5
E00001415	11	22	82	17
E00001416	20	23	86	20
E00001417	19	39	93	9
E00001418	24	20	89	17
E00001419	22	27	73	16
E00001420	12	37	70	14
E00001421	10	27	84	16
E00001422	7	14	39	12
E00001423	23	31	94	52
E00001424	26	28	104	35
E00001425	16	20	88	20
E00001426	13	23	54	22
E00001427	13	12	81	20
E00001428	14	14	70	14
E00001429	20	31	104	45
E00001430	15	35	84	11
E00001431	11	18	74	24
E00001432	31	36	109	34
E00001433	18	22	69	18
E00001434	11	24	97	26
E00001435	13	25	88	32
E00001436	20	27	83	19
E00001437	8	27	58	13
E00001438	19	29	96	22
E00001439	18	19	76	16
E00001440	10	12	95	15
E00001441	15	29	76	33
E00001442	15	34	97	17
E00001443	9	27	79	20
E00001444	19	25	76	9
E00001445	6	26	102	15
E00001446	19	30	98	30
E00001447	16	34	136	26
E00001448	15	28	117	33
E00001449	22	31	121	35
E00001450	10	27	87	24
E00001451	20	33	97	33
E00001452	14	22	109	17
E00001453	19	23	116	49
E00001454	8	14	68	15
E00001455	9	21	139	29
E00001456	6	27	100	35
E00001457	12	39	130	48
E00001458	13	29	104	26
E00001459	21	18	107	30
E00001460	19	36	118	34
E00001461	14	21	85	25
E00001462	23	25	138	22
E00001463	10	33	84	29
E00001464	11	34	121	41
E00001465	20	24	108	42
E00001466	16	29	148	41
E00001467	10	25	119	32
E00001468	16	27	99	25
E00001469	4	12	55	11
E00001470	12	16	68	13
E00001471	26	32	116	39
E00001472	13	24	82	33
E00001474	16	33	108	27
E00001475	19	31	112	39
E00001476	22	39	96	38
E00001477	10	20	94	17
E00001478	13	25	122	31
E00001479	6	16	67	18
E00001480	13	30	101	23
E00001481	18	38	94	36
E00001482	9	14	79	10
E00001483	18	31	86	31
E00001484	11	22	94	23
E00001485	7	15	98	27
E00001486	13	26	106	43
E00001487	21	31	106	36
E00001488	21	33	123	24
E00001489	12	28	113	38
E00001490	21	27	118	36
E00001491	19	35	159	28
E00001492	15	50	182	39
E00001493	9	28	122	26
E00001494	28	29	125	23
E00001495	28	19	113	35
E00001496	26	51	141	21
E00001497	30	57	96	17
E00001498	23	35	107	14
E00001499	24	44	106	22
E00001500	14	34	134	34
E00001501	22	39	120	34
E00001502	27	34	114	36
E00001503	12	28	85	12
E00001504	11	22	62	8
E00001505	11	32	64	28
E00001506	21	27	102	25
E00001507	25	61	87	11
E00001508	27	38	125	24
E00001509	23	47	124	16
E00001510	20	50	151	30
E00001511	11	37	84	15
E00001512	19	34	102	32
E00001513	3	16	44	2
E00001514	13	21	39	13
E00001515	21	51	72	16
E00001516	19	38	159	20
E00001517	20	49	126	33
E00001518	14	30	110	10
E00001519	28	41	125	17
E00001520	15	25	82	18
E00001521	9	26	71	13
E00001522	19	32	77	24
E00001523	24	26	102	34
E00001524	32	37	71	34
E00001525	27	40	131	41
E00001526	27	29	85	33
E00001527	18	35	70	30
E00001528	17	21	81	20
E00001529	14	45	96	16
E00001530	15	40	91	21
E00001531	30	35	87	34
E00001532	22	41	100	32
E00001533	36	61	170	26
E00001534	20	33	98	32
E00001535	17	32	89	15
E00001536	32	29	110	32
E00001537	11	27	90	28
E00001538	7	30	82	20
E00001539	19	37	106	26
E00001540	33	28	114	22
E00001541	13	30	101	29
E00001542	25	37	107	46
E00001543	22	38	102	25
E00001544	17	34	114	30
E00001545	14	40	92	30
E00001546	26	33	127	32
E00001547	17	46	124	28
E00001548	14	35	60	8
E00001549	13	20	94	23
E00001550	21	48	128	18
E00001551	15	42	122	32
E00001552	7	8	65	8
E00001553	18	29	106	20
E00001554	12	32	77	23
E00001555	14	40	88	16
E00001556	14	24	81	22
E00001557	16	27	95	27
E00001558	15	26	87	23
E00001559	20	37	97	21
E00001560	26	32	96	19
E00001561	11	24	110	33
E00001562	14	32	94	11
E00001563	6	29	102	29
E00001564	17	30	93	26
E00001565	15	31	107	25
E00001566	20	21	112	31
E00001567	23	53	166	32
E00001568	19	37	130	32
E00001570	19	29	112	22
E00001571	19	26	84	22
E00001572	13	44	133	26
E00001573	19	36	107	25
E00001574	12	32	87	25
E00001575	7	14	50	15
E00001576	11	25	77	33
E00001577	19	24	96	32
E00001578	5	30	66	27
E00001579	24	49	122	29
E00001580	12	27	87	16
E00001581	14	30	101	26
E00001582	18	39	92	14
E00001583	11	19	86	18
E00001584	10	12	62	17
E00001585	24	36	79	27
E00001586	7	24	79	24
E00001587	8	43	73	19
E00001588	14	20	81	16
E00001589	23	54	65	21
E00001590	18	36	126	22
E00001591	15	40	84	17
E00001592	25	29	106	32
E00001593	8	16	75	16
E00001594	6	34	100	18
E00001595	11	24	78	16
E00001596	25	34	104	18
E00001597	12	21	80	21
E00001598	15	43	105	14
E00001599	9	23	74	13
E00001600	13	29	70	15
E00001601	16	37	88	19
E00001602	11	44	99	16
E00001603	14	25	96	22
E00001604	9	27	119	18
E00001605	14	28	123	15
E00001606	18	26	108	22
E00001607	13	35	125	17
E00001608	10	28	140	14
E00001609	8	15	73	9
E00001610	19	35	96	23
E00001611	21	33	101	19
E00001612	11	22	104	19
E00001613	24	31	98	26
E00001614	21	25	84	15
E00001615	17	28	84	11
E00001616	9	33	103	20
E00001617	3	20	60	22
E00001618	19	20	90	12
E00001619	16	37	83	22
E00001620	6	17	72	13
E00001621	1	27	60	16
E00001622	6	24	99	15
E00001623	6	13	51	7
E00001624	14	24	80	15
E00001625	6	12	45	8
E00001626	16	30	113	17
E00001627	18	32	103	20
E00001628	11	29	120	15
E00001629	10	19	72	16
E00001630	20	26	113	18
E00001631	7	22	101	21
E00001632	14	30	121	18
E00001633	14	23	78	21
E00001634	12	29	61	7
E00001635	11	35	83	17
E00001636	7	20	102	25
E00001637	11	31	76	11
E00001638	17	51	125	18
E00001639	9	32	68	14
E00001640	13	33	120	12
E00001641	8	22	33	9
E00001642	14	25	108	21
E00001643	25	34	98	16
E00001644	19	15	118	19
E00001645	15	28	119	19
E00001646	10	25	74	15
E00001647	19	44	125	23
E00001648	12	38	94	19
E00001649	15	28	125	14
E00001650	13	32	85	14
E00001651	10	19	94	31
E00001652	20	30	113	25
E00001653	12	29	100	17
E00001654	12	42	102	25
E00001655	23	37	69	21
E00001656	10	19	80	10
E00001657	6	22	42	12
E00001658	5	17	60	15
E00001659	11	27	89	22
E00001660	9	28	92	16
E00001661	14	19	96	13
E00001662	16	27	92	27
E00001663	16	28	88	15
E00001664	9	35	85	23
E00001665	12	35	99	20
E00001666	21	33	124	22
E00001667	13	34	121	19
E00001668	22	38	121	14
E00001669	17	45	110	23
E00001670	5	28	76	17
E00001671	5	16	111	23
E00001672	12	24	74	16
E00001673	18	37	111	28
E00001674	11	42	84	30
E00001675	11	27	81	20
E00001676	22	27	100	19
E00001677	15	28	66	17
E00001678	28	31	125	35
E00001679	11	18	92	17
E00001680	12	31	113	14
E00001681	19	33	104	19
E00001682	16	26	83	24
E00001683	16	31	107	18
E00001684	14	14	49	13
E00001685	8	39	98	19
E00001686	11	30	90	17
E00001687	13	27	86	19
E00001688	10	19	64	9
E00001689	19	42	109	25
E00001690	14	26	82	10
E00001691	23	36	96	29
E00001692	23	27	107	28
E00001693	15	30	88	12
E00001694	23	42	108	33
E00001695	21	31	109	27
E00001696	23	32	99	11
E00001697	16	25	85	19
E00001698	15	29	114	17
E00001699	21	46	118	21
E00001700	24	38	109	20
E00001701	23	39	92	18
E00001702	19	20	62	13
E00001703	14	31	90	12
E00001704	13	29	107	15
E00001705	18	28	85	20
E00001706	9	24	68	21
E00001707	11	38	92	23
E00001708	12	25	96	22
E00001709	20	28	120	19
E00001710	8	16	51	7
E00001711	16	36	84	30
E00001712	20	27	97	22
E00001713	14	16	81	21
E00001714	12	38	118	22
E00001715	10	24	89	25
E00001716	23	49	105	27
E00001717	15	22	91	12
E00001718	24	42	113	29
E00001719	21	18	87	20
E00001720	15	24	94	18
E00001721	9	41	112	18
E00001722	15	36	108	18
E00001723	17	52	114	23
E00001724	19	40	121	26
E00001725	20	41	116	35
E00001726	16	23	85	24
E00001727	16	28	116	23
E00001728	20	29	107	16
E00001729	13	30	101	8
E00001730	6	35	94	30
E00001731	18	33	135	23
E00001732	23	31	90	16
E00001733	11	30	108	18
E00001734	15	31	85	21
E00001735	21	34	118	14
E00001736	7	26	92	20
E00001737	13	18	56	8
E00001738	21	36	106	18
E00001739	20	25	90	21
E00001740	19	27	93	18
E00001741	20	27	109	20
E00001742	22	34	107	22
E00001743	19	21	71	26
E00001744	15	21	76	18
E00001745	22	32	102	22
E00001746	15	31	103	22
E00001747	20	32	85	15
E00001748	18	32	121	29
E00001749	11	21	65	22
E00001750	9	28	73	15
E00001751	13	31	72	23
E00001752	21	43	108	22
E00001753	9	27	71	9
E00001754	10	25	81	20
E00001755	10	25	73	8
E00001756	14	26	106	23
E00001757	5	9	74	8
E00001758	20	28	109	20
E00001759	20	26	93	28
E00001760	9	31	102	17
E00001761	21	25	80	18
E00001762	18	20	82	17
E00001763	19	32	108	21
E00001764	22	33	128	21
E00001765	15	39	112	25
E00001766	13	20	114	23
E00001767	14	22	104	24
E00001768	13	24	101	19
E00001769	16	24	86	19
E00001770	14	24	92	9
E00001771	3	14	67	13
E00001772	10	22	112	31
E00001773	13	26	118	26
E00001774	20	25	81	26
E00001775	15	32	101	29
E00001776	11	33	127	21
E00001777	22	27	108	23
E00001778	15	25	97	19
E00001779	12	28	94	23
E00001780	12	19	83	19
E00001781	16	29	96	24
E00001782	8	29	57	11
E00001783	20	28	76	20
E00001784	10	18	74	25
E00001785	25	23	91	21
E00001786	11	34	82	20
E00001787	9	28	95	9
E00001788	14	29	94	27
E00001789	20	22	91	26
E00001790	14	27	109	18
E00001791	6	15	73	26
E00001792	18	40	112	22
E00001793	23	33	122	30
E00001794	17	39	106	20
E00001795	9	23	74	16
E00001796	24	41	129	11
E00001797	10	25	96	16
E00001798	18	32	89	20
E00001799	16	25	75	9
E00001800	16	26	103	23
E00001801	11	28	91	13
E00001802	10	35	86	17
E00001803	17	31	78	12
E00001804	7	29	68	12
E00001805	6	24	71	14
E00001806	12	38	92	13
E00001807	12	43	97	25
E00001808	11	23	81	11
E00001809	14	29	95	20
E00001810	10	41	127	28
E00001811	13	36	88	13
E00001812	5	27	96	22
E00001813	18	23	81	13
E00001814	9	25	91	15
E00001815	15	32	97	23
E00001816	6	23	81	14
E00001817	5	22	90	15
E00001818	12	26	140	16
E00001819	23	25	101	22
E00001820	15	38	79	19
E00001821	14	24	71	8
E00001822	8	34	95	12
E00001823	11	27	62	13
E00001824	19	38	101	19
E00001825	14	21	69	13
E00001826	11	27	56	15
E00001827	7	30	60	15
E00001828	12	26	48	12
E00001829	11	32	77	13
E00001830	13	28	76	13
E00001831	10	29	103	10
E00001832	20	29	90	16
E00001833	9	28	76	14
E00001834	22	47	166	27
E00001835	9	29	107	19
E00001836	11	37	121	26
E00001837	13	33	114	21
E00001838	18	28	106	13
E00001839	10	30	74	17
E00001840	11	27	87	17
E00001841	11	33	103	27
E00001842	11	20	112	15
E00001843	15	24	82	12
E00001844	14	21	98	13
E00001845	9	18	67	14
E00001846	15	20	101	9
E00001847	16	32	99	18
E00001848	8	20	67	16
E00001849	7	25	65	11
E00001851	12	16	89	11
E00001852	17	23	71	9
E00001853	16	20	100	24
E00001854	13	15	72	8
E00001855	9	21	74	21
E00001856	13	26	66	15
E00001857	11	34	89	8
E00001858	13	25	72	12
E00001859	8	25	76	15
E00001860	10	25	85	10
E00001861	11	25	89	10
E00001862	14	27	70	10
E00001863	7	9	51	7
E00001864	11	27	84	9
E00001865	10	21	72	18
E00001866	18	13	65	14
E00001867	9	24	56	15
E00001868	14	35	101	16
E00001869	23	23	68	16
E00001870	12	25	89	22
E00001871	9	21	72	9
E00001872	12	32	68	15
E00001873	15	29	85	20
E00001874	11	28	105	22
E00001875	15	21	61	8
E00001876	17	24	96	19
E00001877	5	10	42	14
E00001878	17	37	94	24
E00001879	13	23	110	13
E00001880	9	18	80	16
E00001881	10	29	57	11
E00001882	7	19	58	10
E00001883	20	26	99	25
E00001884	15	17	67	26
E00001885	12	33	106	27
E00001886	21	17	96	24
E00001887	2	5	42	12
E00001888	18	26	82	8
E00001889	15	17	64	19
E00001890	6	20	72	9
E00001891	9	36	118	25
E00001892	14	29	98	24
E00001893	12	21	61	14
E00001894	12	29	55	7
E00001895	17	34	118	33
E00001896	22	39	125	24
E00001897	8	15	45	11
E00001898	14	32	77	14
E00001899	14	27	93	17
E00001900	14	28	93	16
E00001901	10	23	81	15
E00001902	8	25	77	11
E00001903	29	32	113	26
E00001904	10	21	77	21
E00001905	12	24	88	16
E00001906	16	34	131	22
E00001907	7	35	94	21
E00001908	12	27	77	20
E00001909	10	36	113	26
E00001910	10	10	67	19
E00001911	21	26	93	11
E00001912	24	51	170	55
E00001913	6	30	95	22
E00001914	14	19	87	17
E00001915	1	18	53	14
E00001916	1	17	34	7
E00001917	10	18	103	22
E00001918	27	33	97	22
E00001919	21	31	122	20
E00001920	13	20	69	20
E00001921	16	31	110	23
E00001922	7	28	106	21
E00001923	14	29	115	17
E00001924	20	29	107	19
E00001925	11	36	93	13
E00001926	20	34	79	27
E00001927	17	27	105	27
E00001928	12	29	86	8
E00001929	19	41	128	22
E00001930	18	41	108	21
E00001931	9	24	119	18
E00001932	7	22	82	17
E00001933	10	18	72	29
E00001934	22	40	91	23
E00001935	17	33	64	4
E00001936	18	32	107	21
E00001937	22	35	97	18
E00001938	24	40	118	27
E00001939	17	31	109	23
E00001940	16	26	93	15
E00001941	12	31	134	22
E00001943	9	13	84	17
E00001944	7	25	72	14
E00001945	16	44	123	14
E00001946	10	27	81	17
E00001947	10	24	81	9
E00001948	7	24	46	1
E00001949	15	25	101	10
E00001950	7	29	88	9
E00001951	10	18	91	15
E00001952	13	26	82	16
E00001953	12	33	103	12
E00001954	12	20	90	16
E00001955	19	29	112	29
E00001956	11	27	80	12
E00001957	9	35	76	20
E00001958	19	31	107	14
E00001959	11	29	118	22
E00001960	16	25	105	20
E00001961	15	27	104	22
E00001962	11	24	78	16
E00001963	11	29	104	13
E00001964	22	46	104	23
E00001965	19	22	79	17
E00001966	19	38	80	16
E00001967	10	15	77	12
E00001968	6	17	70	8
E00001969	16	30	104	15
E00001970	30	36	99	30
E00001971	17	37	110	21
E00001972	10	25	147	30
E00001973	7	15	87	17
E00001974	19	37	105	23
E00001975	12	21	74	10
E00001976	18	26	77	17
E00001977	10	35	99	19
E00001978	13	22	78	8
E00001980	10	27	102	23
E00001981	21	50	145	15
E00001982	8	18	75	14
E00001983	6	22	70	8
E00001984	13	25	87	11
E00001985	10	31	94	21
E00001986	21	27	106	21
E00001987	12	32	114	28
E00001988	15	20	53	10
E00001989	12	30	103	24
