code	0-15 hours	16-30 hours	31-48 hours	49+ hours
E00080963	3	21	72	12
E00080964	6	18	104	18
E00080965	23	31	94	21
E00080966	13	20	100	19
E00080967	13	21	105	30
E00080968	19	36	123	23
E00080969	3	19	134	28
E00080970	8	44	124	30
E00080971	16	27	106	24
E00080972	13	33	75	17
E00080973	22	42	113	12
E00080974	13	19	83	26
E00080975	16	47	121	14
E00080976	13	40	102	16
E00080977	15	26	103	12
E00080978	15	22	75	18
E00080979	22	28	119	10
E00080981	21	29	98	18
E00080982	9	19	58	6
E00080983	25	44	128	23
E00080984	6	17	63	16
E00080985	15	23	61	13
E00080986	16	24	84	13
E00080987	12	19	61	8
E00080988	22	25	97	17
E00080989	16	32	95	22
E00080990	17	20	79	16
E00080991	10	25	77	15
E00080992	21	37	122	12
E00080993	13	21	82	16
E00080994	15	36	101	17
E00080995	10	34	77	9
E00080996	15	18	95	23
E00080997	7	22	47	11
E00080998	13	40	87	12
E00080999	9	19	95	20
E00081000	12	24	92	19
E00081001	15	28	57	6
E00081002	13	22	92	21
E00081003	27	39	115	32
E00081004	18	32	75	17
E00081005	9	18	73	9
E00081006	10	19	66	12
E00081007	8	15	75	21
E00081008	8	20	49	14
E00081009	19	32	97	25
E00081010	2	15	21	8
E00081011	18	28	113	27
E00081012	11	23	81	12
E00081013	14	22	59	9
E00081014	31	31	99	14
E00081015	14	29	97	21
E00081016	17	28	101	30
E00081017	15	33	71	16
E00081018	12	10	38	8
E00081019	8	30	64	18
E00081020	6	19	61	10
E00081021	27	36	140	53
E00081022	14	33	71	23
E00081023	19	38	105	30
E00081024	20	27	90	19
E00081025	20	25	85	20
E00081026	13	19	50	10
E00081027	20	14	76	19
E00081028	14	35	103	26
E00081029	14	40	100	26
E00081030	13	21	89	14
E00081031	11	30	117	27
E00081032	9	33	96	25
E00081033	18	38	110	15
E00081034	17	21	93	29
E00081035	14	25	115	29
E00081036	14	27	95	25
E00081037	11	20	70	33
E00081038	29	59	189	44
E00081039	11	33	104	12
E00081040	11	24	114	12
E00081041	12	19	64	14
E00081042	20	33	101	28
E00081043	9	29	78	6
E00081044	21	40	144	39
E00081046	9	23	101	21
E00081047	13	30	77	21
E00081048	15	32	59	20
E00081049	21	38	131	20
E00081050	8	21	69	14
E00081051	12	30	78	17
E00081052	22	29	109	29
E00081053	4	12	50	6
E00081054	8	28	83	22
E00081055	9	27	79	18
E00081056	20	32	41	5
E00081057	6	17	68	6
E00081058	16	33	67	18
E00081059	19	23	80	17
E00081060	13	38	83	20
E00081061	13	43	93	19
E00081062	10	20	84	20
E00081063	19	22	82	23
E00081065	10	27	54	12
E00081066	4	34	59	10
E00081067	31	28	77	24
E00081068	12	12	50	13
E00081069	20	37	104	13
E00081071	21	17	92	11
E00081072	15	29	66	14
E00081073	14	23	47	11
E00081074	22	29	97	19
E00081075	13	20	64	6
E00081076	7	15	44	7
E00081077	15	27	107	17
E00081078	9	38	89	15
E00081079	30	17	94	18
E00081080	23	29	74	15
E00081081	24	26	84	13
E00081082	27	35	119	18
E00081083	29	49	166	31
E00081084	24	28	79	13
E00081085	16	28	85	19
E00081086	19	22	108	12
E00081087	14	27	95	21
E00081088	14	22	76	17
E00081089	23	25	89	16
E00081090	9	41	86	17
E00081091	13	28	78	20
E00081092	13	37	131	16
E00081093	9	28	82	18
E00081094	14	31	113	28
E00081095	5	22	111	8
E00081096	18	37	100	18
E00081097	10	16	64	9
E00081098	13	16	77	21
E00081099	19	36	98	13
E00081100	22	24	121	24
E00081101	14	29	137	16
E00081102	13	29	96	20
E00081103	14	22	112	18
E00081104	20	31	90	19
E00081105	5	28	119	17
E00081106	23	34	83	11
E00081107	29	38	89	10
E00081108	19	36	102	19
E00081109	13	23	93	15
E00081110	16	32	92	23
E00081111	15	32	99	15
E00081112	26	34	107	24
E00081113	17	27	104	21
E00081114	13	21	99	16
E00081115	12	31	116	25
E00081116	18	22	116	14
E00081117	15	25	87	21
E00081118	18	29	119	27
E00081119	11	32	96	16
E00081120	10	30	98	26
E00081121	18	21	98	22
E00081122	16	23	91	17
E00081123	10	29	102	21
E00081124	17	48	155	27
E00081125	12	26	80	15
E00081126	21	43	109	19
E00081127	22	45	79	21
E00081128	13	27	83	19
E00081129	18	26	105	17
E00081130	14	19	93	23
E00081131	9	20	78	23
E00081132	11	24	95	25
E00081133	13	30	100	13
E00081134	16	32	129	11
E00081135	41	65	166	54
E00081136	17	26	86	16
E00081137	18	34	80	27
E00081138	15	36	74	27
E00081139	14	23	54	22
E00081140	13	22	74	26
E00081141	22	43	94	22
E00081142	14	31	111	26
E00081143	30	24	82	17
E00081144	27	28	89	33
E00081145	20	21	71	42
E00081146	15	31	94	19
E00081147	16	17	54	15
E00081148	15	31	75	19
E00081149	19	33	83	20
E00081150	14	34	80	21
E00081151	11	28	71	14
E00081152	20	41	122	29
E00081153	19	28	76	20
E00081154	18	37	80	26
E00081155	26	35	119	30
E00081156	19	31	114	19
E00081157	10	25	89	33
E00081158	15	35	88	25
E00081159	11	21	80	17
E00081160	16	37	94	14
E00081161	8	28	96	37
E00081162	11	23	112	27
E00081163	15	22	62	16
E00081164	19	49	120	18
E00081165	20	24	100	20
E00081166	8	37	108	27
E00081167	20	35	107	28
E00081168	17	25	103	33
E00081169	12	29	93	21
E00081170	24	27	91	22
E00081171	14	34	90	18
E00081172	19	23	95	22
E00081173	15	29	88	22
E00081174	7	21	79	17
E00081175	8	27	91	20
E00081176	10	22	113	17
E00081177	16	22	82	16
E00081178	24	38	84	34
E00081179	21	33	105	22
E00081180	12	16	67	20
E00081181	24	32	106	30
E00081182	7	20	103	23
E00081183	15	39	96	24
E00081184	12	35	73	19
E00081185	17	40	111	31
E00081186	14	22	100	19
E00081187	15	42	106	28
E00081188	10	18	68	20
E00081189	8	30	104	20
E00081190	10	20	41	13
E00081191	20	30	115	19
E00081192	13	37	116	23
E00081193	13	15	84	22
E00081194	0	11	16	5
E00081195	16	22	108	13
E00081196	9	30	100	19
E00081197	13	22	89	10
E00081198	12	25	80	18
E00081199	10	24	121	25
E00081200	9	34	70	20
E00081201	10	28	94	13
E00081202	18	23	96	30
E00081203	7	14	33	6
E00081204	12	38	109	22
E00081205	5	18	72	11
E00081206	11	17	73	16
E00081207	9	23	76	13
E00081208	9	20	61	19
E00081209	8	11	32	7
E00081210	19	25	98	22
E00081211	19	34	94	18
E00081212	11	27	96	12
E00081213	12	29	95	23
E00081214	20	19	54	11
E00081215	18	31	91	22
E00081216	17	36	102	29
E00081217	14	17	40	11
E00081218	14	24	87	14
E00081219	21	39	62	21
E00081220	11	22	109	18
E00081221	5	32	40	12
E00081222	15	36	74	15
E00081223	13	24	85	17
E00081224	11	39	88	18
E00081225	13	12	74	15
E00081226	13	27	97	11
E00081227	16	18	117	28
E00081228	13	31	83	12
E00081229	15	29	146	32
E00081230	10	33	105	20
E00081231	7	14	43	7
E00081232	10	29	64	6
E00081233	10	27	80	19
E00081234	11	21	89	25
E00081235	7	15	30	8
E00081236	9	32	88	20
E00081237	20	25	115	37
E00081238	18	35	86	10
E00081239	16	31	120	30
E00081240	14	31	61	20
E00081241	3	10	30	20
E00081242	17	41	110	26
E00081243	14	18	71	15
E00081244	8	34	98	22
E00081245	19	39	118	35
E00081246	21	34	84	35
E00081247	25	23	99	30
E00081248	15	17	77	25
E00081250	14	15	69	14
E00081252	11	39	102	24
E00081253	12	23	61	16
E00081254	17	33	78	27
E00081255	21	57	174	53
E00081256	14	35	69	17
E00081257	9	20	80	16
E00081258	15	33	94	17
E00081259	7	11	46	8
E00081260	18	31	63	24
E00081261	12	28	68	22
E00081262	16	24	73	19
E00081263	18	25	57	17
E00081264	11	19	63	22
E00081265	7	18	54	17
E00081266	5	19	76	20
E00081267	12	24	65	19
E00081268	6	17	33	10
E00081269	14	23	76	22
E00081270	13	22	67	23
E00081271	14	25	90	32
E00081272	15	28	97	22
E00081273	21	35	97	29
E00081274	11	25	60	20
E00081275	13	29	92	23
E00081276	21	24	77	26
E00081277	25	40	112	39
E00081278	12	36	141	9
E00081279	19	49	164	35
E00081280	20	25	103	25
E00081281	21	31	116	23
E00081282	14	28	116	16
E00081283	15	34	86	20
E00081284	8	24	90	26
E00081285	6	17	58	20
E00081286	10	28	47	11
E00081287	8	27	64	20
E00081288	17	42	131	30
E00081289	19	29	116	25
E00081290	17	41	116	26
E00081291	15	31	87	11
E00081292	12	34	90	26
E00081293	12	18	121	29
E00081294	13	24	114	18
E00081295	11	22	115	29
E00081296	7	10	37	7
E00081297	15	29	103	27
E00081298	16	21	124	29
E00081299	15	27	103	21
E00081300	23	27	138	35
E00081301	12	32	137	22
E00081302	15	30	125	27
E00081303	21	31	109	33
E00081304	10	21	117	21
E00081305	23	33	124	28
E00081306	25	35	147	39
E00081307	15	33	98	29
E00081308	25	25	137	48
E00081309	26	29	95	30
E00081310	18	35	103	24
E00081311	16	19	68	15
E00081312	7	16	91	19
E00081313	22	36	106	20
E00081314	9	22	49	14
E00081315	10	15	54	12
E00081316	19	34	82	18
E00081317	13	36	91	25
E00081318	10	43	110	14
E00081319	23	34	77	19
E00081320	15	34	106	20
E00081321	19	35	87	27
E00081322	18	25	99	19
E00081323	29	24	68	22
E00081324	21	32	74	16
E00081325	20	21	82	21
E00081326	14	27	72	16
E00081327	15	24	48	13
E00081328	16	33	94	19
E00081329	20	37	84	29
E00081330	9	34	70	17
E00081331	19	33	96	9
E00081332	13	24	56	11
E00081333	26	31	84	25
E00081334	10	43	111	25
E00081335	10	31	80	19
E00081336	26	21	68	19
E00081337	27	35	89	22
E00081338	15	23	93	17
E00081339	17	27	91	20
E00081340	23	33	97	26
E00081341	16	28	57	10
E00081342	21	30	84	26
E00081343	18	21	86	21
E00081344	22	23	84	30
E00081345	15	24	83	27
E00081346	13	24	95	24
E00081347	22	30	116	34
E00081348	19	42	150	27
E00081349	13	23	81	19
E00081350	15	23	72	26
E00081351	17	41	123	32
E00081352	14	33	86	31
E00081353	13	31	131	12
E00081354	13	39	100	20
E00081355	7	25	60	17
E00081356	15	20	59	14
E00081357	9	23	88	11
E00081358	10	24	69	16
E00081359	13	28	68	24
E00081360	11	18	57	7
E00081361	20	25	69	10
E00081362	15	27	77	27
E00081363	7	27	76	15
E00081364	13	25	80	19
E00081365	10	25	91	21
E00081366	13	32	84	14
E00081367	12	30	81	9
E00081368	14	19	94	14
E00081369	10	21	78	6
E00081370	8	22	95	20
E00081371	15	30	103	24
E00081372	10	27	60	4
E00081373	16	25	86	24
E00081374	1	21	66	9
E00081375	13	17	94	17
E00081376	7	21	98	9
E00081377	14	27	83	19
E00081378	16	27	87	19
E00081379	6	17	71	11
E00081380	13	37	157	30
E00081381	20	37	99	21
E00081382	18	31	90	27
E00081383	14	38	114	19
E00081384	8	31	80	19
E00081385	16	21	63	13
E00081386	9	20	57	27
E00081387	9	35	67	18
E00081388	32	30	103	25
E00081389	6	27	56	18
E00081390	15	29	79	12
E00081391	8	27	73	15
E00081392	17	38	113	27
E00081393	22	29	108	19
E00081394	9	33	125	28
E00081395	19	41	105	23
E00081396	17	34	123	28
E00081397	17	29	105	28
E00081398	10	29	95	22
E00081399	18	29	80	21
E00081400	10	21	70	11
E00081401	12	27	86	26
E00081402	15	26	68	10
E00081403	17	16	56	10
E00081404	10	21	97	21
E00081405	18	34	86	18
E00081406	18	32	56	20
E00081407	11	16	62	12
E00081408	16	30	112	31
E00081409	25	36	109	22
E00081410	21	28	94	22
E00081411	10	32	100	23
E00081412	16	18	85	17
E00081413	14	36	90	17
E00081414	15	32	86	19
E00081415	15	33	113	21
E00081416	13	32	105	17
E00081417	18	44	106	22
E00081418	13	35	103	25
E00081419	7	24	93	17
E00081420	19	34	94	22
E00081423	12	23	114	36
E00081424	45	24	83	18
E00081425	13	21	98	26
E00081426	9	12	51	14
E00081427	7	20	47	16
E00081428	4	7	28	1
E00081429	7	15	70	8
E00081430	9	9	43	12
E00081431	24	36	135	34
E00081432	16	32	148	40
E00081433	50	16	102	29
E00081434	24	35	202	36
E00081436	16	24	98	46
E00081437	11	19	81	22
E00081438	8	15	42	8
E00081439	17	20	79	18
E00081440	6	26	101	42
E00081441	12	20	83	20
E00081442	7	25	68	15
E00081443	5	28	104	23
E00081444	14	15	51	16
E00081445	16	28	97	16
E00081446	12	20	61	8
E00081447	8	23	105	22
E00081448	7	9	69	4
E00081449	9	26	84	23
E00081450	16	16	104	22
E00081451	13	27	95	22
E00081452	19	33	95	28
E00081453	16	17	73	11
E00081454	11	14	86	19
E00081455	12	30	87	24
E00081456	18	17	95	21
E00081457	12	29	93	29
E00081458	17	21	90	21
E00081459	15	31	96	19
E00081461	16	34	111	26
E00081462	16	24	75	18
E00081463	17	30	76	21
E00081464	7	24	98	26
E00081465	9	25	98	11
E00081466	15	30	110	16
E00081467	18	32	91	25
E00081468	13	31	94	18
E00081469	12	26	79	13
E00081470	15	28	62	9
E00081471	9	16	73	15
E00081472	20	25	111	31
E00081473	16	17	109	14
E00081474	7	21	47	11
E00081475	11	33	98	17
E00081476	26	27	136	27
E00081477	20	29	130	8
E00081478	12	29	90	16
E00081479	22	51	122	29
E00081480	18	37	115	27
E00081481	11	26	72	16
E00081482	17	20	71	16
E00081483	18	26	92	24
E00081484	24	32	86	30
E00081485	17	30	93	22
E00081486	9	15	59	15
E00081487	9	18	78	14
E00081488	7	14	55	9
E00081489	22	44	117	23
E00081490	18	21	102	16
E00081491	14	41	99	20
E00081492	19	22	72	11
E00081493	12	23	66	10
E00081494	15	28	72	6
E00081495	13	28	95	13
E00081496	21	41	132	37
E00081497	13	30	73	20
E00081498	11	40	95	13
E00081499	14	28	77	22
E00081500	17	32	80	20
E00081501	8	23	54	15
E00081502	18	36	102	26
E00081503	10	25	87	16
E00081504	8	32	107	20
E00081505	18	31	110	12
E00081506	17	43	101	27
E00081507	16	37	92	17
E00081508	18	21	80	13
E00081509	15	32	113	17
E00081510	16	39	90	31
E00081511	20	35	109	16
E00081512	23	39	108	27
E00081513	22	30	103	27
E00081514	15	29	85	12
E00081515	23	36	106	28
E00081516	8	28	148	46
E00081517	11	13	77	17
E00081518	10	16	109	25
E00081519	14	27	96	22
E00081520	9	20	183	56
E00081521	19	46	90	31
E00081522	16	30	74	25
E00081523	10	20	65	15
E00081524	29	31	117	24
E00081525	11	16	69	19
E00081526	7	32	43	16
E00081527	13	30	109	32
E00081528	14	27	89	29
E00081529	11	25	56	18
E00081530	13	25	66	13
E00081531	14	29	102	23
E00081532	23	36	90	22
E00081534	12	33	106	16
E00081535	22	27	77	37
E00081536	17	17	62	12
E00081537	4	16	65	22
E00081538	9	27	81	17
E00081539	6	16	69	8
E00081540	7	27	78	22
E00081541	8	19	111	40
E00081542	24	31	116	35
E00081543	31	22	92	47
E00081544	14	27	91	27
E00081545	5	19	82	30
E00081546	6	29	91	22
E00081547	12	27	74	24
E00081548	16	34	100	21
E00081549	20	38	136	23
E00081550	15	29	99	16
E00081551	12	27	89	20
E00081552	13	22	44	11
E00081553	10	34	116	35
E00081554	10	29	101	18
E00081555	15	28	87	15
E00081556	10	20	91	8
E00081557	16	26	110	28
E00081558	13	35	97	35
E00081559	21	38	73	16
E00081560	8	27	85	15
E00081561	19	35	110	28
E00081562	27	22	100	29
E00081563	11	28	99	22
E00081564	17	22	92	27
E00081565	7	23	81	14
E00081566	15	24	117	30
E00081567	21	22	88	24
E00081568	13	28	91	17
E00081569	13	31	99	24
E00081570	17	18	73	18
E00081571	18	39	102	29
E00081572	26	24	103	35
E00081573	14	29	90	20
E00081574	11	29	112	22
E00081575	19	18	88	15
E00081576	21	20	68	19
E00081577	7	34	99	25
E00081578	14	27	107	18
E00081579	19	36	104	13
E00081580	17	30	97	26
E00081581	13	23	99	27
E00081582	12	30	110	18
E00081583	19	34	91	21
E00081584	14	39	118	34
E00081585	13	37	92	25
E00081586	12	25	85	20
E00081587	22	32	103	22
E00081588	11	36	107	26
E00081589	13	21	65	24
E00081590	10	27	106	18
E00081591	14	19	67	26
E00081592	13	33	121	26
E00081593	11	34	112	30
E00081594	22	37	124	16
E00081595	18	38	98	30
E00081596	16	32	107	23
E00081597	18	32	79	33
E00081598	16	29	73	27
E00081599	24	29	112	38
E00081600	17	36	87	29
E00081601	15	34	99	32
E00081602	21	26	79	28
E00081603	11	35	85	37
E00081604	24	35	79	25
E00081605	18	30	112	20
E00081606	9	30	93	20
E00081607	15	39	142	36
E00081608	21	50	190	57
E00081609	19	28	98	25
E00081610	14	33	76	20
E00081611	10	26	96	17
E00081612	3	10	30	13
E00081613	16	35	110	32
E00081614	18	30	75	27
E00081615	7	39	116	24
E00081616	17	29	105	18
E00081617	10	28	67	22
E00081618	8	29	78	26
E00081619	10	19	37	26
E00081620	13	46	92	24
E00081622	12	14	51	15
E00081623	19	23	82	28
E00081624	24	46	134	51
E00081625	5	27	63	13
E00081626	20	52	95	23
E00081627	18	47	140	25
E00081628	14	31	110	24
E00081630	11	25	63	18
E00081631	13	21	76	19
E00081632	17	22	53	17
E00081633	6	8	29	1
E00081634	15	21	51	16
E00081635	8	17	81	14
E00081636	15	34	81	17
E00081637	15	23	71	18
E00081638	13	28	73	15
E00081639	13	26	59	17
E00081640	9	22	78	19
E00081641	16	30	84	23
E00081642	12	34	97	32
E00081643	14	49	111	31
E00081644	10	32	76	19
E00081645	14	27	89	20
E00081646	12	27	98	30
E00081647	15	25	102	29
E00081648	13	23	92	16
E00081649	15	25	118	30
E00081650	12	26	125	29
E00081651	28	27	90	19
E00081652	15	27	94	31
E00081653	17	16	113	14
E00081654	16	24	78	20
E00081655	7	38	111	26
E00081656	10	22	120	21
E00081657	11	29	92	20
E00081658	16	29	83	16
E00081660	12	25	79	14
E00081662	21	29	101	19
E00081663	17	31	94	30
E00081664	10	19	67	19
E00081665	14	31	78	21
E00081666	14	34	83	28
E00081667	14	24	83	15
E00081668	5	22	75	18
E00081669	8	22	89	18
E00081670	14	21	116	13
E00081671	20	38	88	30
E00081672	12	30	82	18
E00081673	17	34	74	28
E00081674	10	22	49	14
E00081675	18	30	71	11
E00081676	17	24	48	9
E00081677	12	34	86	14
E00081678	11	23	82	14
E00081679	8	25	58	15
E00081680	8	28	75	17
E00081681	8	18	48	11
E00081682	21	20	71	18
E00081683	19	23	76	17
E00081684	18	19	84	13
E00081685	13	40	92	27
E00081686	15	33	82	13
E00081687	9	25	63	12
E00081688	15	34	103	26
E00081689	18	39	105	24
E00081690	12	27	112	32
E00081691	8	15	50	14
E00081692	15	29	69	16
E00081693	16	27	99	13
E00081694	14	28	58	13
E00081695	19	37	76	19
E00081696	14	19	84	16
E00081697	12	27	107	16
E00081698	18	30	94	21
E00081699	8	21	61	9
E00081700	13	34	68	15
E00081701	22	31	130	22
E00081702	8	20	36	7
E00081703	17	33	86	26
E00081704	6	18	41	7
E00081705	11	27	81	15
E00081706	21	22	81	12
E00081707	22	33	84	28
E00081708	14	41	74	26
E00081709	16	39	112	17
E00081710	11	24	79	11
E00081711	21	25	78	20
E00081712	12	26	71	20
E00081713	13	23	83	30
E00081714	12	24	80	14
E00081715	11	31	78	21
E00081716	10	21	80	10
E00081717	16	30	75	17
E00081718	23	33	84	32
E00081719	16	38	117	35
E00081720	20	29	116	35
E00081721	10	31	106	21
E00081722	25	32	143	22
E00081723	14	37	118	30
E00081724	10	33	114	26
E00081725	14	29	75	20
E00081726	20	41	100	29
E00081727	12	32	110	27
E00081728	15	30	97	19
E00081729	14	32	74	18
E00081730	13	27	63	16
E00081731	21	23	90	24
E00081732	9	29	91	16
E00081733	4	13	44	3
E00081734	9	14	53	9
E00081735	14	33	87	22
E00081736	22	29	92	26
E00081737	8	18	58	8
E00081738	25	28	99	29
E00081739	18	23	100	20
E00081740	20	30	101	26
E00081741	12	20	93	21
E00081742	9	20	72	20
E00081743	9	22	72	16
E00081744	11	24	110	28
E00081745	19	31	98	20
E00081746	12	25	114	20
E00081747	20	35	106	25
E00081748	23	28	121	32
E00081749	35	44	113	25
E00081750	16	52	108	20
E00081751	22	42	112	14
E00081752	10	33	107	15
E00081753	17	30	77	15
E00081754	20	42	88	22
E00081755	14	33	105	24
E00081756	19	30	101	28
E00081757	11	26	104	15
E00081758	22	35	103	22
E00081759	20	32	123	23
E00081760	29	38	107	29
E00081761	15	29	92	21
E00081762	12	32	91	13
E00081763	21	32	124	24
E00081764	24	50	162	35
E00081765	17	43	102	28
E00081766	19	19	95	14
E00081767	21	22	101	20
E00081768	25	30	93	21
E00081769	23	36	91	29
E00081770	13	25	74	22
E00081771	9	31	88	14
E00081772	15	37	101	20
E00081773	11	25	53	12
E00081774	16	28	90	51
E00081775	16	33	99	35
E00081776	21	31	129	43
E00081777	25	26	88	27
E00081778	16	28	100	45
E00081779	27	36	118	41
E00081780	23	43	133	38
E00081781	16	23	66	20
E00081782	13	22	88	46
E00081783	17	33	89	14
E00081784	8	23	84	14
E00081785	11	33	81	21
E00081786	15	18	77	25
E00081787	13	31	98	21
E00081788	26	31	104	49
E00081789	19	28	120	37
E00081790	24	27	108	40
E00081791	27	35	105	36
E00081792	19	34	123	39
E00081793	24	42	134	42
E00081794	38	27	50	15
E00081795	19	22	99	40
E00081796	10	23	92	22
E00081797	20	29	130	39
E00081798	17	32	92	33
E00081799	14	33	95	30
E00081800	10	17	75	28
E00081801	8	28	147	22
E00081802	9	17	134	30
E00081803	16	23	115	29
E00081804	16	24	135	26
E00081806	9	21	93	20
E00081807	15	30	74	35
E00081808	7	14	128	25
E00081809	10	18	124	29
E00081810	18	24	72	33
E00081811	13	29	79	22
E00081812	26	22	94	22
E00081813	17	29	93	41
E00081814	22	33	149	50
E00081815	24	31	99	59
E00081816	19	15	73	29
E00081817	15	25	96	13
E00081818	24	30	89	22
E00081819	10	34	109	21
E00081820	7	11	45	13
E00081821	13	28	84	16
E00081822	10	19	69	11
E00081823	17	26	79	16
E00081824	14	21	86	23
E00081825	4	18	73	11
E00081826	10	31	152	35
E00081828	17	28	115	31
E00081829	27	44	211	31
E00081830	13	26	95	19
E00081831	13	26	90	17
E00081832	10	34	113	20
E00081833	15	18	93	19
E00081834	12	10	88	11
E00081835	10	29	125	21
E00081836	19	34	96	26
E00081837	5	16	86	20
E00081838	12	28	87	28
E00081839	17	28	82	31
E00081840	27	45	113	25
E00081841	11	30	89	28
E00081842	10	21	115	26
E00081843	10	25	109	26
E00081844	10	25	113	19
E00081845	24	35	142	27
E00081846	17	29	80	32
E00081847	25	19	83	20
E00081848	20	32	130	35
E00081849	12	26	99	31
E00081850	13	34	118	37
E00081851	12	26	107	20
E00081852	14	30	99	20
E00081853	27	23	116	39
E00081854	13	23	96	24
E00081855	18	38	106	62
E00081856	22	29	96	24
E00081857	12	19	76	20
E00081858	17	23	106	38
E00081859	15	28	110	26
E00081860	20	33	134	34
E00081862	11	22	108	19
E00081863	25	36	100	32
E00081864	21	36	125	38
E00081865	17	32	93	25
E00081866	16	35	106	37
E00081867	16	20	113	15
E00081868	22	23	125	19
E00081869	7	20	73	17
E00081870	10	24	87	18
E00081871	20	38	130	21
E00081872	10	27	138	21
E00081873	12	35	131	17
E00081874	14	23	131	33
E00081875	9	25	141	23
E00081876	6	30	107	24
E00081877	11	17	91	13
E00081878	13	31	115	21
E00081879	12	32	141	14
E00081880	16	17	157	28
E00081881	12	18	139	37
E00081882	8	18	127	18
E00081883	4	7	107	28
E00081884	20	22	107	23
E00081885	24	28	125	23
E00081886	5	23	115	26
E00081887	10	27	131	19
E00081888	7	15	125	35
E00081889	5	17	120	28
E00081890	3	7	71	21
E00081891	6	11	43	8
E00081892	6	21	93	18
E00081893	10	29	115	19
E00081894	8	19	120	27
E00081895	19	26	123	37
E00081896	28	26	107	39
E00081897	12	28	74	20
E00081898	14	37	93	29
E00081899	21	37	143	24
E00081900	13	16	122	27
E00081901	16	32	142	40
E00081902	14	28	68	31
E00081903	19	30	99	20
E00081904	18	32	69	52
E00081905	18	34	113	21
E00081906	18	31	92	15
E00081907	17	31	90	32
E00081908	18	35	117	22
E00081909	14	31	82	5
E00081910	7	15	78	12
E00081911	23	27	82	22
E00081912	9	34	99	19
E00081914	14	31	97	21
E00081915	18	33	86	16
E00081916	12	23	108	20
E00081917	10	31	98	20
E00081918	10	26	111	14
E00081919	19	40	144	32
E00081920	20	48	130	18
E00081921	14	24	85	19
E00081922	16	32	138	23
E00081923	26	39	138	31
E00081924	19	20	64	16
E00081925	6	9	25	9
E00081926	16	37	97	17
E00081927	12	34	127	20
E00081928	8	29	86	14
E00081929	12	22	107	22
E00081930	20	31	110	19
E00081931	18	24	116	19
E00081932	15	28	105	22
E00081933	13	36	115	16
E00081934	9	22	80	20
E00081935	18	46	138	21
E00081936	14	25	84	20
E00081937	20	29	84	25
E00081938	18	27	68	14
E00081939	10	23	133	16
E00081940	15	19	92	16
E00081941	14	29	130	19
E00081942	8	28	142	21
E00081943	16	23	102	25
E00081944	7	27	71	19
E00081945	22	32	122	24
E00081946	15	29	124	15
E00081947	16	24	83	16
E00081948	14	17	105	18
E00081949	7	21	94	14
E00081950	19	27	123	17
E00081951	21	13	90	18
E00081952	9	24	60	20
E00081953	13	20	117	32
E00081954	14	27	116	22
E00081955	19	27	144	24
E00081956	10	17	98	17
E00081957	19	25	102	18
E00081958	8	25	92	11
E00081959	16	36	98	25
E00081960	15	24	107	15
E00081961	8	23	110	22
E00081962	12	34	118	15
E00081963	10	12	51	9
E00081964	13	38	110	14
E00081965	10	9	63	19
E00081966	18	21	85	26
E00081967	12	30	108	17
E00081968	11	37	99	14
E00081969	12	14	60	19
E00081970	13	19	97	17
E00081971	10	27	72	15
E00081972	16	24	109	24
E00081973	5	14	69	5
E00081974	22	33	91	18
E00081975	8	30	67	16
E00081976	26	41	152	36
E00081977	14	19	82	14
E00081978	25	43	172	23
E00081979	11	34	100	17
E00081981	22	37	202	52
E00081982	13	30	105	34
E00081983	9	31	101	19
E00081984	10	17	101	18
E00081985	6	14	77	18
E00081986	25	31	109	43
E00081987	2	24	113	31
E00081988	22	28	134	29
E00081989	6	26	120	27
E00081990	12	39	122	22
E00081991	12	28	109	30
E00081993	14	21	61	24
E00081994	7	12	84	27
E00081995	23	29	115	25
E00081996	15	40	113	30
E00081997	16	40	102	32
E00081998	27	33	97	27
E00081999	12	27	71	29
E00082000	10	11	38	22
E00082001	18	23	107	20
E00082002	15	30	96	28
E00082003	18	31	106	33
E00082004	22	36	94	26
E00082005	15	42	109	36
E00082006	14	19	53	12
E00082007	18	31	155	44
E00082008	9	33	86	17
E00082010	15	33	98	26
E00082011	17	38	144	13
E00082012	6	17	89	12
E00082013	9	28	89	21
E00082014	11	32	104	23
E00082015	12	27	90	22
E00082016	14	26	72	19
E00082017	15	30	89	11
E00082018	10	26	83	20
E00082019	15	21	121	12
E00082020	11	21	84	24
E00082021	12	21	113	19
E00082022	5	17	71	8
E00082024	10	22	122	33
E00082025	10	25	122	29
E00082026	22	20	98	41
E00082027	22	37	98	31
E00082028	12	34	133	16
E00082029	22	31	91	37
E00082030	9	27	125	19
E00082031	17	36	127	27
E00082032	18	22	54	17
E00082033	19	41	92	20
E00082034	23	44	134	22
E00082035	17	37	130	22
E00082036	23	44	109	26
E00082037	14	32	93	20
E00082038	22	31	99	29
E00082039	15	22	93	22
E00082040	15	28	89	22
E00082041	15	26	94	15
E00082042	13	27	102	24
E00082043	16	26	115	26
E00082044	12	15	91	27
E00082045	18	39	113	31
E00082046	16	31	101	16
E00082047	8	19	54	19
E00082048	14	22	88	17
E00082049	14	32	91	23
E00082050	9	33	119	11
E00082051	10	26	91	18
E00082052	7	17	60	11
E00082053	16	29	91	36
E00082054	9	26	85	26
E00082055	16	17	87	18
E00082056	13	27	88	16
E00082057	13	29	99	24
E00082058	13	24	92	14
E00082059	21	25	124	22
