code	AB Upper Middle Class	C1 Lower Middle Class	C2 Skilled Working Class	DE Working Class
E00089111	26	40	28	28
E00089112	6	28	28	37
E00089113	8	26	21	46
E00089114	4	20	25	43
E00089115	11	26	27	35
E00089116	17	39	23	36
E00089117	13	36	26	18
E00089118	15	29	31	13
E00089119	43	58	23	14
E00089120	32	42	22	9
E00089121	33	47	17	19
E00089122	29	56	24	7
E00089124	38	42	14	7
E00089125	47	47	26	17
E00089126	37	28	11	6
E00089127	33	28	14	3
E00089128	32	30	9	3
E00089129	49	52	22	8
E00089130	30	33	13	13
E00089131	21	17	5	6
E00089132	23	18	12	8
E00089133	32	30	14	7
E00089134	25	33	22	14
E00089135	48	16	22	5
E00089136	10	29	25	23
E00089137	17	42	23	14
E00089138	10	11	13	37
E00089139	34	45	21	17
E00089140	10	17	12	38
E00089141	9	28	21	39
E00089142	8	38	15	31
E00089143	12	43	19	30
E00089144	8	30	23	47
E00089145	14	17	24	41
E00089146	15	49	24	33
E00089147	8	20	19	43
E00089148	12	37	30	18
E00089149	12	18	22	43
E00089150	22	30	19	26
E00089151	21	38	22	34
E00089152	14	37	23	29
E00089153	16	27	31	14
E00089154	23	42	24	36
E00089155	15	26	20	29
E00089156	13	31	25	23
E00089157	8	21	28	32
E00089158	46	33	14	11
E00089159	37	44	21	13
E00089160	35	49	22	16
E00089161	37	37	21	12
E00089162	33	45	14	18
E00089163	37	38	26	8
E00089164	27	33	22	20
E00089165	43	44	13	12
E00089166	10	31	22	35
E00089167	8	22	17	33
E00089168	10	25	29	29
E00089169	17	33	44	19
E00089170	16	26	23	24
E00089171	9	32	16	48
E00089172	18	30	31	18
E00089173	11	27	36	22
E00089174	16	33	35	22
E00089175	8	21	34	27
E00089176	22	36	29	30
E00089177	18	34	15	32
E00089178	19	37	25	37
E00089179	21	28	20	36
E00089180	7	17	25	45
E00089181	14	38	31	12
E00089182	7	35	23	32
E00089183	9	34	28	21
E00089184	13	29	31	35
E00089185	34	28	24	13
E00089186	39	31	15	7
E00089187	31	28	11	4
E00089188	39	27	10	5
E00089189	16	16	24	11
E00089190	51	49	21	9
E00089191	34	34	12	9
E00089192	38	41	10	12
E00089193	40	21	10	7
E00089194	18	26	26	16
E00089195	47	44	12	10
E00089196	29	22	25	22
E00089197	36	34	19	7
E00089198	72	38	16	7
E00089199	65	34	14	6
E00089200	54	35	18	8
E00089201	28	21	19	9
E00089202	62	50	29	12
E00089203	28	9	11	1
E00089204	33	24	15	6
E00089205	39	29	19	9
E00089207	33	17	16	9
E00089208	11	12	14	9
E00089209	40	34	29	9
E00089210	44	35	41	13
E00089211	16	8	7	2
E00089212	29	17	10	7
E00089213	41	17	13	8
E00089214	28	22	9	2
E00089215	29	19	12	8
E00089216	13	13	25	31
E00089217	37	25	12	6
E00089218	49	33	12	10
E00089219	32	24	17	6
E00089220	12	23	15	19
E00089221	8	9	17	14
E00089222	32	26	12	4
E00089223	30	22	17	5
E00089224	23	16	15	12
E00089225	22	33	11	10
E00089226	24	28	9	3
E00089227	38	27	16	2
E00089228	37	20	12	5
E00089229	42	25	3	3
E00089230	53	21	8	8
E00089231	7	12	3	1
E00089232	27	13	16	4
E00089233	49	34	18	11
E00089234	43	18	16	5
E00089235	65	51	19	3
E00089236	43	49	24	10
E00089237	17	27	22	29
E00089238	29	21	8	9
E00089239	51	53	16	21
E00089240	32	17	19	5
E00089241	41	23	9	1
E00089242	23	26	19	6
E00089243	38	19	9	8
E00089244	52	23	18	9
E00089245	26	21	24	20
E00089246	46	23	10	2
E00089247	13	10	4	3
E00089248	46	26	7	6
E00089249	52	22	12	5
E00089250	50	16	3	6
E00089251	18	15	15	17
E00089252	48	24	5	1
E00089253	23	18	24	14
E00089254	18	25	28	21
E00089255	68	41	19	16
E00089256	48	18	19	5
E00089257	22	21	11	12
E00089258	17	20	22	15
E00089259	36	30	11	7
E00089260	19	16	9	3
E00089261	21	24	13	2
E00089262	5	12	9	8
E00089263	19	16	6	4
E00089264	15	19	23	23
E00089265	22	25	16	12
E00089266	46	27	18	5
E00089269	11	19	7	5
E00089270	29	41	15	12
E00089271	31	43	27	14
E00089272	43	42	19	7
E00089273	13	46	29	17
E00089274	28	44	19	11
E00089275	18	45	28	16
E00089276	18	40	17	14
E00089277	15	40	22	17
E00089278	20	34	22	17
E00089279	44	54	37	22
E00089280	33	28	12	18
E00089281	30	37	32	20
E00089282	30	28	9	10
E00089283	30	45	11	25
E00089284	17	51	33	28
E00089285	19	52	20	13
E00089286	28	64	25	13
E00089287	23	34	23	13
E00089288	32	41	30	14
E00089289	6	24	22	10
E00089291	16	38	25	18
E00089293	11	22	21	18
E00089294	44	43	25	29
E00089296	23	16	10	14
E00089297	22	25	21	17
E00089298	43	29	19	11
E00089299	53	32	21	6
E00089300	14	10	7	3
E00089301	35	26	12	13
E00089302	13	16	16	21
E00089303	37	23	11	10
E00089304	47	27	10	5
E00089305	29	36	16	7
E00089306	31	28	15	9
E00089307	36	36	16	11
E00089308	23	34	18	14
E00089309	39	24	14	5
E00089310	19	27	17	18
E00089311	11	22	21	18
E00089312	26	44	25	16
E00089313	19	35	16	9
E00089314	17	32	27	48
E00089315	15	37	27	25
E00089316	17	40	30	19
E00089317	19	33	19	8
E00089318	33	35	23	19
E00089319	26	45	31	9
E00089320	27	40	16	14
E00089321	23	25	13	6
E00089322	25	31	25	12
E00089323	14	39	30	24
E00089324	23	49	30	16
E00089325	24	38	23	23
E00089326	26	34	18	14
E00089328	22	27	18	6
E00089329	15	13	11	3
E00089330	43	18	11	3
E00089331	22	23	20	12
E00089333	37	35	25	8
E00089334	31	26	14	26
E00089335	16	16	22	21
E00089336	30	38	20	20
E00089337	56	26	14	6
E00089339	54	29	24	13
E00089340	36	28	27	7
E00089341	70	36	19	11
E00089342	44	33	9	5
E00089343	28	39	26	14
E00089344	30	20	22	6
E00089345	25	34	20	11
E00089346	7	27	21	41
E00089347	14	37	31	22
E00089348	11	17	18	39
E00089349	14	36	34	22
E00089350	6	37	30	38
E00089351	14	35	29	28
E00089352	7	27	23	48
E00089353	15	27	27	43
E00089354	8	26	27	39
E00089355	5	25	26	41
E00089356	4	31	25	42
E00089357	22	41	25	16
E00089358	9	24	34	44
E00089359	5	17	18	48
E00089360	16	41	27	17
E00089361	17	35	23	33
E00089362	12	33	27	31
E00089363	12	15	16	39
E00089364	9	23	30	31
E00089365	7	22	39	51
E00089367	10	31	26	52
E00089368	8	25	32	41
E00089369	8	30	22	33
E00089370	14	21	34	48
E00089371	10	21	21	52
E00089372	13	24	32	46
E00089373	8	27	35	48
E00089374	6	19	17	24
E00089375	8	34	26	29
E00089376	12	26	26	24
E00089377	10	24	48	23
E00089378	16	25	32	31
E00089379	12	24	22	44
E00089380	46	42	13	8
E00089381	22	5	14	3
E00089382	33	24	20	6
E00089383	26	30	16	12
E00089384	61	36	15	3
E00089385	14	14	20	19
E00089386	15	21	23	19
E00089387	29	24	28	16
E00089388	14	43	38	22
E00089389	14	14	18	4
E00089390	27	27	19	6
E00089391	15	15	18	17
E00089392	22	14	12	5
E00089393	34	24	20	10
E00089394	25	26	21	11
E00089395	55	40	21	9
E00089396	44	29	14	5
E00089397	60	26	25	10
E00089398	43	28	21	20
E00089399	22	14	8	5
E00089400	9	8	10	6
E00089401	34	24	19	16
E00089402	59	40	30	18
E00089403	31	19	12	7
E00089404	10	12	7	5
E00089405	30	31	15	13
E00089406	45	45	16	13
E00089407	31	30	23	20
E00089408	22	20	7	5
E00089409	14	13	8	3
E00089410	59	35	20	15
E00089411	35	18	17	3
E00089412	19	12	11	1
E00089415	34	39	28	20
E00089416	25	29	23	10
E00089417	27	44	35	7
E00089418	6	29	21	12
E00089419	12	23	27	9
E00089420	36	33	25	5
E00089421	28	43	34	18
E00089422	20	43	30	18
E00089423	21	43	30	23
E00089424	32	53	23	14
E00089425	26	59	15	14
E00089426	26	43	26	16
E00089427	25	54	27	15
E00089428	10	36	19	48
E00089429	11	28	34	40
E00089430	21	40	21	24
E00089431	9	22	27	42
E00089432	12	35	35	29
E00089433	22	36	26	26
E00089434	13	20	18	42
E00089435	7	25	28	45
E00089436	11	35	30	40
E00089437	5	31	28	41
E00089438	11	35	24	40
E00089439	10	38	29	34
E00089440	34	27	16	10
E00089442	37	25	15	14
E00089443	32	29	18	10
E00089444	25	26	25	14
E00089445	62	42	14	10
E00089446	28	24	8	1
E00089447	10	20	10	9
E00089448	39	30	16	8
E00089449	44	34	18	13
E00089450	21	32	28	7
E00089451	38	36	8	11
E00089453	25	33	15	14
E00089454	40	14	6	3
E00089455	42	28	11	5
E00089456	45	20	11	6
E00089457	36	26	12	5
E00089458	43	24	14	5
E00089459	10	16	11	10
E00089460	23	78	14	6
E00089461	21	21	18	22
E00089462	18	18	6	6
E00089463	43	32	7	11
E00089464	35	31	12	6
E00089465	13	21	9	14
E00089466	52	22	5	5
E00089467	18	32	19	16
E00089468	24	30	7	12
E00089469	26	14	6	3
E00089470	27	48	31	25
E00089471	21	21	16	15
E00089472	26	30	23	30
E00089473	39	34	21	16
E00089474	42	22	15	3
E00089475	10	18	12	3
E00089476	28	32	19	11
E00089477	19	20	23	21
E00089478	34	42	17	8
E00089479	47	35	23	14
E00089480	42	32	18	8
E00089481	60	40	17	6
E00089482	52	24	15	5
E00089483	19	27	31	22
E00089484	29	38	20	5
E00089485	64	36	15	6
E00089486	9	12	9	4
E00089487	18	23	8	6
E00089488	51	37	15	10
E00089489	69	38	14	11
E00089490	30	20	29	26
E00089491	38	49	14	21
E00089492	29	29	17	16
E00089493	29	34	19	12
E00089494	49	36	21	10
E00089495	29	33	17	10
E00089496	32	27	20	14
E00089497	11	13	14	21
E00089498	8	28	30	23
E00089499	36	31	13	3
E00089500	30	36	17	19
E00089501	16	14	13	1
E00089502	33	27	16	9
E00089503	21	25	21	10
E00089504	20	28	20	25
E00089505	15	24	19	4
E00089506	51	32	11	6
E00089507	58	38	11	6
E00089508	48	27	3	3
E00089509	43	30	4	7
E00089510	30	34	22	20
E00089511	31	19	24	17
E00089512	48	43	11	5
E00089513	38	44	20	9
E00089514	27	31	13	24
E00089515	40	29	13	8
E00089516	63	31	8	2
E00089517	19	20	7	12
E00089518	26	24	13	14
E00089519	47	28	18	10
E00089520	21	22	25	20
E00089521	56	37	19	19
E00089522	32	22	15	29
E00089523	51	25	9	11
E00089524	47	33	17	7
E00089525	35	35	3	8
E00089526	39	38	7	9
E00089527	21	32	23	45
E00089528	24	14	2	2
E00089529	32	25	13	23
E00089530	16	14	5	4
E00089531	57	26	10	7
E00089532	27	23	10	2
E00089533	21	30	21	16
E00089534	40	22	7	7
E00089535	30	23	12	13
E00089536	35	28	7	8
E00089537	39	21	9	6
E00089538	45	28	14	10
E00089539	32	23	4	1
E00089540	54	29	9	4
E00089541	49	26	11	9
E00089542	32	24	11	8
E00089543	36	24	4	4
E00089544	23	28	16	20
E00089545	41	46	15	17
E00089546	45	29	8	3
E00089547	39	36	9	14
E00089548	54	31	7	5
E00089549	45	41	19	18
E00089550	33	34	19	12
E00089551	29	30	15	9
E00089552	27	25	12	16
E00089553	23	23	18	12
E00089554	41	35	18	6
E00089555	14	19	17	24
E00089556	8	13	28	47
E00089557	24	29	26	29
E00089558	34	36	7	26
E00089559	26	45	43	50
E00089560	36	29	17	19
E00089561	45	37	10	6
E00089562	23	28	21	25
E00089563	34	23	12	4
E00089564	55	35	9	4
E00089565	31	14	13	6
E00089566	21	13	4	2
E00089567	21	13	11	5
E00089568	51	26	8	3
E00089569	64	20	5	3
E00089570	50	25	11	2
E00089571	41	20	5	2
E00089572	62	25	7	5
E00089573	57	22	5	2
E00089574	32	31	10	3
E00089575	38	36	18	9
E00089576	29	17	5	4
E00089577	12	13	15	6
E00089578	26	21	16	14
E00089579	55	32	16	9
E00089580	43	34	4	1
E00089581	39	19	8	4
E00089582	19	32	31	21
E00089583	10	14	15	22
E00089584	55	25	7	5
E00089585	42	35	15	8
E00089586	39	22	18	7
E00089587	45	48	12	3
E00089588	25	36	10	11
E00089589	30	39	17	11
E00089590	41	31	12	18
E00089591	42	21	8	10
E00089592	31	47	15	5
E00089593	43	35	19	6
E00089594	31	28	12	4
E00089595	51	27	8	8
E00089596	35	34	7	4
E00089597	54	28	10	4
E00089598	46	29	8	6
E00089599	19	23	13	15
E00089600	39	27	16	8
E00089601	56	34	14	5
E00089602	22	17	5	3
E00089603	37	34	11	16
E00089604	38	39	15	15
E00089605	41	43	7	6
E00089606	37	30	11	6
E00089607	37	31	12	7
E00089608	44	28	10	5
E00089609	54	27	7	3
E00089610	38	18	13	9
E00089611	42	31	20	18
E00089612	44	26	19	4
E00089613	22	25	20	12
E00089614	39	24	15	9
E00089615	16	22	17	23
E00089616	19	27	18	15
E00089617	29	22	9	14
E00089618	36	30	10	3
E00089619	52	27	16	4
E00089620	66	25	5	4
E00089621	64	21	1	2
E00089622	30	27	12	1
E00089623	55	24	8	1
E00089624	21	18	7	3
E00089625	63	17	9	6
E00089626	44	27	9	5
E00089627	36	33	10	2
E00089628	45	23	6	4
E00089629	57	21	2	2
E00089630	54	26	11	14
E00089631	54	35	4	7
E00089632	55	19	3	3
E00089633	22	35	12	9
E00089634	56	27	4	4
E00089635	49	24	6	1
E00089636	43	16	9	2
E00089637	59	13	8	5
E00089638	54	13	4	1
E00089639	54	24	3	0
E00089640	55	17	7	2
E00089641	51	21	9	3
E00089642	54	27	9	5
E00089643	44	24	11	1
E00089644	37	23	19	8
E00089645	27	15	10	8
E00089646	37	29	22	7
E00089647	51	22	16	5
E00089648	41	16	19	5
E00089649	40	35	7	7
E00089650	40	35	17	7
E00089651	34	26	12	10
E00089652	30	36	17	10
E00089653	21	25	23	19
E00089654	28	23	20	12
E00089655	17	16	20	25
E00089656	49	28	11	8
E00089657	19	14	6	4
E00089658	35	33	14	14
E00089659	46	32	10	6
E00089660	57	20	5	0
E00089661	19	17	15	19
E00089662	31	18	4	6
E00089663	23	19	7	5
E00089664	37	32	6	8
E00089665	28	26	15	7
E00089666	37	29	17	24
E00089667	41	28	9	4
E00089668	32	35	24	12
E00089669	44	32	15	2
E00089670	9	19	20	15
E00089671	29	28	20	21
E00089672	33	21	8	6
E00089673	11	26	19	12
E00089674	19	27	14	8
E00089675	37	28	11	10
E00089676	46	23	12	9
E00089677	37	43	23	21
E00089678	25	55	20	20
E00089679	27	40	19	15
E00089680	22	31	11	6
E00089681	24	26	11	4
E00089682	29	33	16	12
E00089683	30	27	17	13
E00089684	49	27	16	3
E00089685	31	20	12	7
E00089686	29	23	12	7
E00089687	34	28	10	7
E00089688	27	21	16	6
E00089689	21	27	19	26
E00089691	19	43	24	13
E00089693	45	26	12	26
E00089694	42	23	6	2
E00089695	17	31	29	54
E00089696	38	26	5	6
E00089697	28	22	19	20
E00089698	26	32	22	23
E00089699	31	33	20	12
E00089700	52	29	9	1
E00089701	29	23	18	36
E00089702	34	25	12	5
E00089703	43	30	7	4
E00089704	33	30	13	4
E00089705	36	17	6	4
E00089706	28	23	14	10
E00089707	56	18	4	3
E00089708	54	21	5	12
E00089709	58	29	16	13
E00089710	29	22	9	9
E00089711	47	28	7	4
E00089712	24	38	23	15
E00089713	45	28	11	4
E00089714	60	19	7	1
E00089715	29	21	10	6
E00089716	41	43	26	9
E00089717	29	19	16	5
E00089718	40	39	25	16
E00089719	17	27	18	45
E00089720	38	35	25	19
E00089721	43	60	29	38
E00089722	21	10	5	0
E00089723	15	10	9	6
E00089724	46	25	9	3
E00089725	32	25	14	8
E00089726	52	34	7	5
E00089727	42	27	7	11
E00089728	54	22	0	2
E00089729	57	29	7	4
E00089730	58	30	7	3
E00089731	53	25	2	4
E00089732	50	25	7	4
E00089733	43	23	10	7
E00089734	41	30	15	5
E00089735	33	32	15	12
E00089736	43	22	9	1
E00089737	38	28	22	6
E00089738	28	31	19	10
E00089739	43	22	8	8
E00089740	29	27	29	16
E00089741	20	14	7	5
E00089742	35	28	20	12
E00089743	34	36	10	2
E00089744	16	36	31	21
E00089745	52	24	8	7
E00089746	50	18	14	4
E00089747	15	26	22	26
E00089748	14	17	18	20
E00089749	29	40	30	10
E00089750	33	34	23	9
E00089751	25	15	13	4
E00089752	46	38	20	5
E00089753	47	24	5	7
E00089754	39	24	7	5
E00089755	25	22	19	8
E00089756	32	29	16	5
E00089757	37	14	10	4
E00089758	7	12	33	33
E00089759	26	31	27	22
E00089760	8	27	22	43
E00089761	15	18	24	24
E00089762	21	36	15	18
E00089763	17	40	13	24
E00089764	8	26	25	26
E00089765	23	24	14	16
E00089766	14	27	31	34
E00089767	27	31	26	26
E00089768	16	20	16	20
E00089769	16	13	10	13
E00089770	25	23	16	6
E00089771	55	50	25	26
E00089772	47	62	20	24
E00089773	26	14	24	16
E00089774	32	37	19	14
E00089775	12	27	21	9
E00089776	21	26	29	26
E00089777	23	28	30	15
E00089778	31	37	19	13
E00089779	16	33	16	17
E00089780	39	33	16	19
E00089781	46	20	17	13
E00089782	48	32	17	0
E00089783	42	33	12	3
E00089784	65	21	2	3
E00089785	45	17	6	5
E00089786	52	26	13	4
E00089787	45	24	13	10
E00089788	39	32	10	6
E00089789	39	39	28	20
E00089790	32	36	22	8
E00089791	26	29	30	17
E00089792	27	29	27	22
E00089793	12	17	24	49
E00089794	19	33	22	37
E00089795	46	24	4	10
E00089796	76	23	0	6
E00089797	24	22	22	24
E00089798	43	18	5	3
E00089799	32	20	3	1
E00089800	69	30	6	4
E00089801	47	45	17	18
E00089802	61	23	1	4
E00089803	34	41	25	26
E00089804	42	30	5	5
E00089805	53	23	3	4
E00089806	48	31	6	7
E00089807	69	26	9	5
E00089808	36	24	0	1
E00089809	38	35	12	15
E00089810	62	21	7	3
E00089811	55	40	23	16
E00089812	43	26	6	6
E00089813	25	30	25	20
E00089814	58	47	14	18
E00089815	61	42	13	9
E00089816	49	35	11	6
E00089817	70	29	6	8
E00089818	34	30	14	25
E00089819	13	29	21	21
E00089820	17	29	25	22
E00089821	38	40	18	13
E00089822	37	24	11	17
E00089823	60	27	11	9
E00089824	40	34	9	9
E00089825	71	24	2	5
E00089826	25	29	16	15
E00089827	71	21	7	4
E00089828	51	37	9	7
E00089829	43	13	5	5
E00089830	30	32	16	9
E00089831	34	18	5	1
E00089832	12	31	23	16
E00089833	30	36	10	4
E00089834	15	41	30	30
E00089835	40	38	14	7
E00089836	32	25	31	25
E00089837	16	31	26	18
E00089838	41	30	14	10
E00089839	39	33	20	14
E00089840	30	41	21	21
E00089841	15	18	9	6
E00089842	34	30	10	4
E00089843	28	25	20	5
E00089844	39	24	23	6
E00089845	40	23	16	5
E00089846	17	28	19	23
E00089847	33	35	26	13
E00089848	13	34	21	19
E00089849	21	26	14	5
E00089850	18	27	27	22
E00089851	33	34	21	19
E00089852	31	29	23	12
E00089853	17	35	18	19
E00089854	34	36	22	16
E00089855	18	35	19	17
E00089856	25	41	16	10
E00089857	30	32	21	9
E00089858	10	28	23	34
E00089859	24	48	32	9
E00089860	23	32	13	20
E00089861	20	40	14	5
E00089862	23	52	26	23
E00089863	4	15	3	3
E00089864	26	34	21	22
E00089865	15	34	17	11
E00089866	31	31	11	14
E00089867	27	31	21	11
E00089868	25	22	19	5
E00089869	19	42	20	38
E00089870	25	22	13	1
E00089871	16	17	24	17
E00089872	14	27	24	13
E00089873	32	52	29	16
E00089874	24	30	17	20
E00089875	24	46	29	17
E00089876	29	38	10	5
E00089877	29	22	16	7
E00089878	15	36	16	15
E00089879	13	33	20	20
E00089880	26	31	20	7
E00089881	27	33	35	9
E00089882	32	33	19	13
E00089883	36	31	13	4
E00089884	26	21	20	9
E00089885	11	12	15	6
E00089886	20	36	14	9
E00089887	36	31	9	5
E00089888	41	39	25	15
E00089889	26	28	13	13
E00089890	33	29	20	16
E00089891	61	55	13	6
E00089892	46	31	7	2
E00089893	28	34	12	11
E00089894	42	36	16	7
E00089895	50	16	8	2
E00089896	38	25	9	3
E00089897	42	22	7	7
E00089898	56	44	18	7
E00089899	25	32	22	15
E00089900	36	36	12	10
E00089901	51	27	6	4
E00089902	52	26	24	9
E00089903	51	47	23	18
E00089904	22	32	32	18
E00089905	46	25	14	9
E00089906	46	25	9	6
E00089907	59	19	4	4
E00089908	36	31	2	3
E00089909	22	43	16	11
E00089910	82	29	3	4
E00089911	70	21	4	2
E00089912	39	17	3	3
E00089913	42	15	8	2
E00089914	33	34	13	6
E00089915	55	31	12	13
E00089916	41	17	7	1
E00089917	62	13	5	3
E00089918	57	17	9	6
E00089919	59	30	10	7
E00089920	42	15	8	6
E00089921	51	21	5	7
E00089922	69	46	7	5
E00089923	61	16	4	3
E00089924	56	21	6	5
E00089925	55	27	6	5
E00089926	58	19	3	1
E00089927	53	32	7	3
E00089928	29	27	9	7
E00089929	37	24	8	5
E00089930	31	16	9	6
E00089931	40	33	18	13
E00089932	18	29	9	20
E00089933	16	48	35	16
E00089934	10	16	12	15
E00089935	37	34	20	11
E00089936	26	47	20	6
E00089937	31	36	28	13
E00089938	17	21	12	1
E00089939	17	29	13	7
E00089940	47	43	16	12
E00089941	29	29	19	4
E00089942	10	22	12	22
E00089943	31	27	18	4
E00089944	17	32	25	16
E00089945	17	45	30	15
E00089946	28	38	25	16
E00089947	27	32	20	9
E00089948	13	32	22	7
E00089949	18	27	13	19
E00089950	29	33	30	13
E00089951	24	42	27	19
E00089952	33	39	22	11
E00089953	24	33	23	19
E00089954	19	32	24	6
E00089955	19	40	23	15
E00089956	56	43	10	15
E00089957	25	34	27	26
E00089958	41	35	21	13
E00089959	29	36	27	13
E00089960	43	28	14	4
E00089961	32	34	13	6
E00089962	15	19	21	19
E00089963	20	29	18	10
E00089964	42	41	25	20
E00089965	28	26	29	12
E00089966	51	33	11	7
E00089967	35	36	12	7
E00089968	38	36	12	2
E00089969	17	30	13	16
E00089970	34	26	13	5
E00089971	25	20	16	6
E00089972	40	20	12	6
E00089973	26	46	19	9
E00089974	25	39	17	8
E00089975	27	30	22	9
E00089976	37	36	16	7
E00089977	32	20	19	15
E00089978	48	36	13	1
E00089979	50	40	18	8
E00089980	38	27	10	1
E00089981	38	35	20	16
E00089982	28	28	12	5
E00089983	35	24	10	1
E00089984	40	32	11	5
E00089985	23	24	12	1
E00089987	13	19	11	5
E00089988	42	40	15	19
E00089989	27	51	30	16
E00089990	20	23	26	19
E00089991	5	25	12	26
E00089992	24	21	10	2
E00089993	35	22	12	13
E00089994	29	30	23	14
E00089995	58	44	4	3
E00089996	46	16	4	4
E00089997	33	27	11	15
E00089998	33	44	20	26
E00089999	65	94	25	38
E00090000	35	30	11	16
E00090001	44	40	26	23
E00090002	41	29	21	20
E00090003	33	20	6	8
E00090004	29	21	16	12
E00090005	20	34	18	16
E00090006	56	32	7	3
E00090007	46	39	25	5
E00090008	53	50	17	14
E00090009	31	32	22	11
E00090010	42	48	24	22
E00090013	25	27	24	35
E00090014	24	39	15	24
E00090015	31	24	24	18
E00090016	14	37	18	27
E00090017	31	31	16	21
E00090018	22	27	19	32
E00090019	27	9	8	3
E00090020	60	26	7	6
E00090021	39	37	20	14
E00090023	43	29	17	9
E00090024	44	32	21	10
E00090025	48	24	13	11
E00090027	69	16	3	3
E00090028	20	24	21	13
E00090029	19	13	18	15
E00090030	27	27	20	8
E00090031	15	26	22	21
E00090032	19	31	23	14
E00090033	14	27	17	11
E00090034	22	24	23	30
E00090035	36	35	19	31
E00090036	28	50	30	29
E00090037	28	28	20	22
E00090038	27	25	23	40
E00090039	36	36	26	33
E00090040	14	25	20	27
E00090041	32	28	16	9
E00090042	10	22	18	16
E00090043	58	29	11	8
E00090044	36	43	20	7
E00090045	20	33	18	7
E00090046	37	36	15	8
E00090047	40	33	9	6
E00090048	43	46	10	4
E00090049	39	26	3	4
E00090050	44	23	6	5
E00090051	33	18	12	9
E00090052	36	21	8	3
E00090053	18	27	15	8
E00090054	17	27	14	16
E00090055	35	31	11	2
E00090056	13	20	10	17
E00090057	12	23	13	18
E00090058	44	29	18	11
E00090059	46	36	9	11
E00090060	26	44	28	27
E00090061	52	15	8	7
E00090062	18	26	24	42
E00090063	5	24	12	20
E00090064	38	44	28	29
E00090065	33	18	18	34
E00090066	23	22	8	33
E00090067	18	23	13	39
E00090068	19	32	19	28
E00090069	19	32	20	34
E00090070	21	47	15	10
E00090071	18	25	21	32
E00090072	20	41	14	32
E00090073	36	44	17	21
E00090074	6	40	23	46
E00090075	31	52	29	21
E00090076	25	43	25	22
E00090077	22	31	34	11
E00090078	17	30	29	29
E00090079	20	25	28	20
E00090080	26	27	35	26
E00090081	28	33	15	14
E00090082	14	30	29	32
E00090083	30	31	15	7
E00090084	30	22	18	5
E00090085	29	21	22	14
E00090086	37	29	16	5
E00090087	14	19	23	20
E00090088	18	34	33	18
E00090089	36	28	16	8
E00090090	46	50	26	7
E00090091	26	27	12	7
E00090092	25	30	25	8
E00090093	61	63	34	16
E00090094	23	27	21	30
E00090095	29	38	26	23
E00090096	9	19	19	31
E00090097	14	18	22	43
E00090098	21	25	22	22
E00090099	35	38	28	15
E00090100	19	38	23	32
E00090101	39	50	19	14
E00090102	34	38	31	19
E00090103	14	30	18	36
E00090104	35	27	14	5
E00090105	19	17	27	36
E00090106	14	29	23	29
E00090107	20	35	20	27
E00090108	6	35	20	40
E00090109	31	31	26	17
E00090110	22	28	31	13
E00090111	24	27	15	33
E00090112	45	30	14	11
E00090113	40	19	18	5
E00090114	32	20	23	6
E00090115	37	29	24	12
E00090116	41	40	19	10
E00090117	26	23	35	10
E00090118	29	31	25	19
E00090119	35	25	6	3
E00090120	26	35	19	8
E00090121	14	8	13	14
E00090122	19	33	24	19
E00090123	11	10	6	5
E00090124	49	49	25	18
E00090125	36	36	22	15
E00090126	60	26	17	4
E00090127	38	23	19	12
E00090128	21	28	21	14
E00090129	33	28	12	6
E00090130	29	18	12	2
E00090131	35	35	14	4
E00090132	37	27	4	6
E00090133	31	25	9	5
E00090134	33	39	16	5
E00090135	44	30	13	10
E00090136	29	36	11	5
E00090137	29	33	30	11
E00090138	25	32	15	3
E00090139	30	25	7	7
E00090140	15	22	23	16
E00090141	17	32	18	33
E00090142	30	28	17	4
E00090143	21	27	25	15
E00090144	16	23	18	17
E00090145	33	25	13	5
E00090146	21	44	17	7
E00090147	43	26	10	5
E00090148	21	24	14	20
E00090149	51	26	2	1
E00090150	39	21	11	6
E00090151	31	27	13	7
E00090152	33	42	19	8
E00090153	32	24	13	8
E00090154	36	22	11	7
E00090155	35	24	22	4
E00090156	46	21	19	4
E00090157	45	22	12	8
E00090158	25	22	15	13
E00090159	26	26	11	5
E00090160	43	25	9	4
E00090161	23	22	14	3
E00090162	30	21	14	3
E00090163	58	35	12	9
E00090164	42	27	23	7
E00090165	25	28	21	17
E00090166	28	28	11	8
E00090167	33	25	9	4
E00090168	29	14	14	3
E00090169	36	41	26	16
E00090170	43	22	9	7
E00090171	19	36	20	19
E00090172	32	39	13	11
E00090173	47	28	17	5
E00090174	38	19	16	7
E00090175	17	61	8	5
E00090176	41	22	7	6
E00090177	20	43	11	1
E00090178	50	20	4	1
E00090179	48	23	16	5
E00090180	39	26	12	2
E00090181	51	42	8	3
E00090182	23	25	22	18
E00090183	46	27	10	5
E00090184	51	24	12	6
E00090185	60	31	16	4
E00090186	55	18	15	7
E00090187	39	24	9	8
E00090188	25	17	11	8
E00090189	36	28	18	9
E00090190	36	31	17	6
E00090191	35	28	9	5
E00090193	15	30	14	5
E00090194	44	25	9	4
E00090195	22	23	25	13
E00090196	35	31	19	6
E00090197	40	16	11	4
E00090198	32	25	12	1
E00090199	32	20	10	2
E00090200	62	24	12	9
E00090201	54	24	20	3
E00090202	39	27	12	7
E00090203	30	24	19	8
E00090204	34	30	14	8
E00090205	32	30	14	17
E00090206	48	34	10	4
