code	AB Upper Middle Class	C1 Lower Middle Class	C2 Skilled Working Class	DE Working Class
E00090208	34	31	17	8
E00090209	36	33	20	7
E00090210	36	30	21	6
E00090211	35	33	19	8
E00090213	35	17	16	7
E00090214	28	41	25	11
E00090215	23	32	24	8
E00090216	59	21	10	6
E00090218	37	27	18	10
E00090219	19	31	16	8
E00090220	32	31	21	11
E00090221	22	37	20	3
E00090222	7	13	6	10
E00090223	33	27	18	11
E00090224	26	37	28	7
E00090225	30	37	31	8
E00090226	24	33	20	11
E00090227	28	33	18	22
E00090228	28	34	27	8
E00090229	33	24	17	14
E00090230	33	23	6	6
E00090231	49	17	8	5
E00090232	28	13	12	5
E00090233	43	32	12	9
E00090234	45	30	13	4
E00090235	40	32	25	12
E00090236	48	33	16	17
E00090237	32	35	19	5
E00090238	26	18	9	4
E00090239	23	14	4	3
E00090240	22	18	5	7
E00090241	38	22	11	6
E00090242	46	18	10	5
E00090243	46	21	7	6
E00090244	35	17	12	4
E00090245	40	21	9	7
E00090246	98	59	14	3
E00090247	45	25	9	4
E00090248	37	21	10	9
E00090249	24	23	14	8
E00090250	56	24	10	3
E00090251	35	21	12	6
E00090252	23	25	27	25
E00090253	29	20	12	7
E00090254	15	21	11	19
E00090255	30	24	18	15
E00090256	18	32	12	20
E00090257	44	28	11	5
E00090258	47	22	4	5
E00090259	30	39	11	4
E00090260	28	33	17	10
E00090261	50	23	22	10
E00090262	47	26	5	7
E00090263	60	17	6	3
E00090264	34	21	13	23
E00090265	52	17	9	4
E00090266	53	22	6	2
E00090267	35	16	3	2
E00090268	46	15	2	3
E00090269	37	29	17	21
E00090270	34	32	11	9
E00090271	33	37	11	6
E00090272	43	41	23	15
E00090273	49	25	12	7
E00090274	37	18	17	2
E00090275	23	27	12	14
E00090276	38	26	8	5
E00090277	38	18	18	6
E00090278	40	18	18	17
E00090279	43	34	10	6
E00090280	33	34	22	21
E00090281	37	35	19	9
E00090282	18	21	29	20
E00090283	17	29	31	31
E00090284	26	23	17	19
E00090285	41	33	20	7
E00090286	24	31	19	27
E00090287	53	20	4	2
E00090288	29	38	24	25
E00090289	47	39	16	13
E00090290	43	21	18	8
E00090291	55	22	5	3
E00090292	45	23	12	5
E00090293	25	19	5	14
E00090294	57	30	12	2
E00090295	29	27	14	7
E00090296	47	18	2	1
E00090297	36	26	7	8
E00090298	23	27	18	24
E00090299	14	32	39	40
E00090300	16	34	24	33
E00090301	36	25	20	13
E00090302	11	27	17	34
E00090303	19	46	19	34
E00090304	15	27	31	37
E00090305	19	21	24	31
E00090306	18	32	37	36
E00090307	22	33	27	23
E00090308	4	8	7	17
E00090309	16	42	27	36
E00090310	5	21	22	55
E00090311	35	50	24	44
E00090312	17	28	23	20
E00090313	17	24	29	30
E00090314	15	22	32	42
E00090315	11	37	18	43
E00090316	26	34	28	46
E00090317	14	37	22	43
E00090318	14	43	21	53
E00090319	7	22	33	71
E00090320	18	39	19	24
E00090321	18	33	19	31
E00090322	36	78	29	32
E00090323	24	39	26	52
E00090324	20	39	20	50
E00090325	20	52	35	54
E00090326	14	36	20	46
E00090327	23	37	17	46
E00090328	3	15	21	50
E00090329	7	10	14	60
E00090330	13	20	17	40
E00090331	11	24	21	78
E00090332	9	21	31	72
E00090333	27	36	18	33
E00090334	12	20	17	29
E00090335	17	26	27	37
E00090336	12	21	25	53
E00090337	8	14	26	44
E00090338	18	19	15	38
E00090339	33	22	13	11
E00090340	16	32	21	30
E00090341	37	64	34	18
E00090342	39	39	14	14
E00090343	25	25	11	22
E00090344	31	20	4	4
E00090346	57	50	24	17
E00090347	35	51	24	20
E00090348	34	31	31	25
E00090349	64	41	19	10
E00090351	38	31	18	11
E00090353	33	62	35	62
E00090354	15	29	28	22
E00090355	51	53	18	24
E00090356	29	42	25	15
E00090357	19	33	15	29
E00090358	32	26	30	20
E00090359	37	37	26	19
E00090360	22	50	25	41
E00090361	37	20	25	9
E00090362	33	23	23	14
E00090363	22	36	20	30
E00090364	28	36	29	16
E00090365	33	24	24	14
E00090366	16	19	27	46
E00090367	27	35	36	18
E00090368	15	36	29	24
E00090369	32	32	19	41
E00090370	18	32	24	39
E00090371	32	65	22	32
E00090372	36	58	37	40
E00090373	27	27	26	33
E00090374	25	16	12	4
E00090375	40	33	19	1
E00090376	23	13	4	5
E00090377	15	30	21	28
E00090378	35	56	33	11
E00090379	29	37	31	14
E00090380	37	44	25	20
E00090381	25	30	29	11
E00090382	27	20	19	21
E00090383	25	28	24	8
E00090384	44	36	18	6
E00090385	17	19	21	17
E00090386	30	39	40	17
E00090387	14	26	20	20
E00090388	31	22	23	4
E00090389	24	30	12	8
E00090390	20	34	25	12
E00090391	38	52	28	8
E00090392	41	49	16	14
E00090393	67	27	4	9
E00090394	38	35	17	17
E00090395	54	29	12	6
E00090396	36	31	8	7
E00090397	41	37	21	15
E00090398	16	35	26	27
E00090399	28	27	20	24
E00090400	50	27	15	13
E00090401	31	38	19	10
E00090402	28	25	17	27
E00090403	39	28	25	18
E00090404	40	38	14	24
E00090405	61	48	15	15
E00090406	41	49	20	28
E00090407	14	38	17	26
E00090408	37	27	10	6
E00090409	20	30	22	29
E00090410	39	54	20	26
E00090411	45	26	16	17
E00090412	35	52	16	13
E00090413	42	44	19	22
E00090414	34	40	14	30
E00090415	7	21	10	13
E00090416	34	36	25	13
E00090417	23	31	11	15
E00090418	26	29	15	15
E00090419	46	34	20	9
E00090420	28	38	37	28
E00090421	26	31	16	12
E00090422	14	15	22	15
E00090423	27	23	25	3
E00090424	15	24	24	14
E00090425	23	31	24	11
E00090426	48	24	10	7
E00090427	13	25	26	36
E00090428	12	14	13	18
E00090429	45	26	23	24
E00090430	22	28	23	38
E00090431	31	68	42	63
E00090432	17	20	27	31
E00090433	16	45	42	38
E00090434	35	42	29	38
E00090436	13	28	21	30
E00090437	16	18	16	20
E00090438	24	30	14	11
E00090439	16	28	24	11
E00090440	35	22	8	5
E00090441	44	29	15	25
E00090442	23	22	7	4
E00090443	37	27	7	2
E00090444	42	21	11	7
E00090445	4	15	8	14
E00090446	17	15	18	18
E00090447	31	27	18	11
E00090448	28	22	20	14
E00090449	43	33	12	10
E00090450	37	48	14	17
E00090451	41	18	13	9
E00090452	9	12	8	4
E00090453	37	25	18	8
E00090454	50	25	5	6
E00090455	17	30	10	9
E00090456	22	20	7	8
E00090457	11	14	20	8
E00090458	13	26	25	24
E00090459	15	13	11	6
E00090460	33	23	13	10
E00090461	5	7	1	2
E00090462	16	13	24	16
E00090463	21	22	12	7
E00090464	17	30	5	5
E00090465	16	26	26	22
E00090466	16	17	33	17
E00090467	12	27	22	13
E00090468	35	49	16	6
E00090469	40	25	13	4
E00090470	12	32	22	21
E00090471	32	40	17	8
E00090472	37	24	13	12
E00090473	37	26	17	2
E00090474	35	34	16	17
E00090475	27	28	13	16
E00090476	35	40	22	7
E00090477	22	31	32	36
E00090478	27	36	29	10
E00090479	24	28	19	28
E00090480	77	65	40	21
E00090481	15	32	19	27
E00090482	12	33	28	17
E00090483	38	32	15	10
E00090484	41	41	16	11
E00090485	42	28	11	7
E00090486	35	35	33	22
E00090487	34	30	16	4
E00090488	19	33	29	7
E00090489	34	42	29	29
E00090490	18	21	13	8
E00090491	40	23	8	9
E00090492	47	17	16	7
E00090493	45	21	15	2
E00090494	37	34	20	7
E00090495	45	19	5	4
E00090496	32	30	11	9
E00090497	57	43	14	8
E00090498	63	31	10	5
E00090499	70	29	14	11
E00090500	61	27	8	2
E00090501	18	28	26	14
E00090502	35	52	30	11
E00090503	29	25	30	8
E00090504	34	34	31	7
E00090505	25	44	28	14
E00090506	24	41	22	9
E00090507	38	55	37	12
E00090508	54	68	32	22
E00090509	12	18	20	26
E00090510	15	28	31	13
E00090511	22	31	24	16
E00090512	29	34	14	39
E00090513	60	44	26	59
E00090514	64	31	5	16
E00090515	14	19	15	32
E00090516	21	28	32	26
E00090517	39	26	30	56
E00090518	36	32	33	31
E00090519	24	8	35	23
E00090520	81	46	21	16
E00090521	72	36	17	21
E00090522	20	28	22	56
E00090523	16	13	24	32
E00090524	16	26	23	44
E00090525	19	25	29	54
E00090526	46	33	7	15
E00090527	11	20	19	57
E00090528	35	35	21	19
E00090529	19	25	29	44
E00090530	33	40	14	35
E00090531	25	29	18	46
E00090532	12	14	16	24
E00090533	37	20	18	13
E00090534	32	39	19	33
E00090535	13	25	17	33
E00090536	138	57	9	9
E00090537	23	22	25	27
E00090538	83	34	12	16
E00090539	9	14	10	20
E00090540	19	27	22	42
E00090541	20	24	21	53
E00090542	21	21	19	22
E00090543	48	22	10	18
E00090544	27	23	21	44
E00090545	30	26	19	38
E00090546	31	14	10	34
E00090547	37	32	13	20
E00090548	61	35	5	8
E00090549	64	32	7	3
E00090550	29	16	4	9
E00090551	23	19	31	46
E00090552	22	26	23	37
E00090553	13	12	16	26
E00090554	12	14	19	19
E00090555	20	16	16	30
E00090556	43	25	10	11
E00090557	28	20	16	34
E00090558	12	22	23	58
E00090559	22	19	18	22
E00090560	21	29	11	24
E00090561	34	20	7	16
E00090562	39	53	12	13
E00090563	46	35	6	16
E00090564	49	30	9	7
E00090565	36	19	13	16
E00090566	67	32	9	10
E00090567	41	28	3	5
E00090568	23	23	18	22
E00090569	62	23	17	12
E00090570	27	16	26	38
E00090571	8	25	34	46
E00090574	12	14	3	22
E00090575	66	26	5	2
E00090576	71	26	7	4
E00090577	24	13	1	1
E00090578	71	17	4	4
E00090580	44	24	17	33
E00090581	32	24	16	12
E00090582	38	26	5	14
E00090583	55	19	2	5
E00090584	37	29	9	11
E00090585	69	25	7	4
E00090586	62	30	5	6
E00090587	75	21	5	3
E00090588	58	30	8	4
E00090589	23	32	23	31
E00090590	10	24	19	23
E00090591	19	36	15	31
E00090592	14	33	18	31
E00090593	52	27	16	17
E00090594	22	24	26	27
E00090595	27	35	17	25
E00090596	37	22	5	6
E00090597	30	30	15	16
E00090598	30	33	15	23
E00090599	49	26	20	16
E00090600	35	32	9	13
E00090601	27	25	18	25
E00090602	37	32	16	23
E00090603	26	24	17	11
E00090604	26	26	16	33
E00090605	25	30	16	25
E00090606	38	29	15	12
E00090607	49	31	16	7
E00090608	35	32	21	20
E00090609	36	16	11	21
E00090610	29	19	13	7
E00090611	52	37	26	22
E00090612	26	30	25	35
E00090613	49	18	9	13
E00090614	37	32	24	23
E00090615	25	26	14	26
E00090616	23	17	13	14
E00090617	34	28	14	13
E00090618	60	34	11	16
E00090619	26	27	23	32
E00090620	36	25	20	20
E00090621	55	32	14	8
E00090622	29	28	18	28
E00090623	10	10	10	26
E00090624	32	26	16	13
E00090626	66	33	9	9
E00090627	42	27	16	13
E00090628	17	20	7	18
E00090629	50	35	14	11
E00090630	43	27	12	20
E00090631	30	25	14	13
E00090632	47	33	11	3
E00090633	28	36	13	47
E00090634	33	18	16	26
E00090635	22	26	18	21
E00090636	33	31	16	24
E00090637	39	29	10	13
E00090638	33	22	13	14
E00090639	20	55	10	35
E00090640	37	24	14	9
E00090642	33	27	15	16
E00090643	52	42	18	21
E00090644	78	35	14	24
E00090645	50	38	8	10
E00090646	60	42	14	20
E00090647	27	36	27	59
E00090648	38	35	12	26
E00090649	37	36	15	37
E00090650	29	31	21	28
E00090651	53	35	10	17
E00090653	88	37	14	21
E00090654	12	18	18	37
E00090655	51	35	17	19
E00090656	26	21	26	54
E00090657	32	34	12	10
E00090658	44	21	14	15
E00090659	28	16	12	27
E00090660	20	21	21	44
E00090661	30	15	11	28
E00090662	32	22	16	6
E00090663	47	29	13	22
E00090664	5	20	22	37
E00090665	38	27	22	36
E00090666	37	27	27	43
E00090667	11	24	21	42
E00090668	40	36	20	43
E00090669	17	22	23	32
E00090670	31	31	19	14
E00090671	28	27	23	35
E00090672	17	21	15	24
E00090673	29	23	25	25
E00090674	12	36	21	42
E00090675	12	18	27	27
E00090676	11	23	31	58
E00090677	12	22	19	43
E00090678	5	14	26	59
E00090679	56	31	22	11
E00090680	24	20	17	33
E00090681	20	26	22	51
E00090682	25	27	26	29
E00090683	12	25	19	48
E00090684	14	22	19	51
E00090685	17	15	12	33
E00090686	42	33	11	13
E00090687	93	75	20	41
E00090688	50	46	13	19
E00090689	39	38	22	11
E00090690	23	31	19	39
E00090691	19	23	27	44
E00090692	17	33	31	60
E00090693	28	26	16	28
E00090694	31	24	17	38
E00090695	17	36	28	35
E00090696	42	30	22	20
E00090697	13	28	25	35
E00090698	70	45	12	12
E00090700	58	16	2	3
E00090701	41	27	5	11
E00090702	45	30	8	8
E00090703	23	34	12	25
E00090704	57	21	9	4
E00090705	46	21	4	5
E00090707	59	33	5	7
E00090708	59	37	9	11
E00090710	24	8	3	7
E00090711	32	26	2	2
E00090712	32	26	6	3
E00090713	56	23	2	6
E00090714	22	20	9	13
E00090715	38	16	2	2
E00090716	47	19	3	5
E00090717	48	16	6	7
E00090718	62	15	1	2
E00090719	69	21	5	6
E00090720	53	21	0	6
E00090721	44	19	2	2
E00090723	18	8	2	3
E00090724	32	10	1	3
E00090726	49	17	4	3
E00090727	78	46	6	7
E00090728	79	37	8	5
E00090729	111	40	7	17
E00090730	36	23	6	16
E00090731	66	35	4	1
E00090733	55	40	10	19
E00090734	57	24	4	4
E00090735	92	49	7	8
E00090736	45	22	2	7
E00090737	45	36	6	26
E00090738	47	33	11	32
E00090739	60	30	9	14
E00090740	14	35	9	40
E00090741	47	33	9	17
E00090742	51	31	10	8
E00090743	52	29	1	3
E00090744	43	54	2	4
E00090745	16	35	4	4
E00090746	63	35	5	6
E00090747	27	29	6	24
E00090748	61	52	3	12
E00090749	85	20	8	3
E00090750	50	48	10	14
E00090751	25	23	30	21
E00090752	22	29	15	25
E00090753	61	34	6	13
E00090754	36	14	5	6
E00090755	54	28	12	11
E00090756	59	21	7	10
E00090757	18	24	10	25
E00090758	44	16	10	11
E00090759	58	20	6	5
E00090760	42	13	7	5
E00090761	48	13	6	6
E00090762	47	15	4	3
E00090763	74	28	8	4
E00090765	64	25	8	7
E00090766	42	36	8	1
E00090767	38	27	13	14
E00090768	60	28	20	15
E00090769	72	19	9	5
E00090771	23	29	21	31
E00090772	45	18	6	4
E00090773	42	27	13	16
E00090774	71	43	7	16
E00090775	23	23	9	20
E00090777	55	52	8	8
E00090778	40	28	6	8
E00090779	48	44	6	6
E00090780	53	29	23	30
E00090781	44	39	17	43
E00090782	45	23	9	10
E00090783	34	15	11	6
E00090785	43	26	12	20
E00090786	53	36	4	13
E00090787	96	57	8	14
E00090788	47	24	8	12
E00090789	45	22	6	5
E00090790	35	36	22	42
E00090791	42	30	8	3
E00090792	54	29	7	5
E00090793	42	28	7	10
E00090794	57	22	6	8
E00090795	86	57	5	10
E00090796	42	17	8	10
E00090797	48	24	7	10
E00090798	13	20	7	6
E00090799	34	34	11	24
E00090800	32	23	10	3
E00090801	18	26	16	16
E00090802	37	14	3	8
E00090803	41	22	8	5
E00090804	65	27	2	5
E00090805	30	14	5	1
E00090806	22	40	14	31
E00090808	39	36	11	39
E00090809	73	67	4	16
E00090811	47	24	11	21
E00090813	45	28	7	7
E00090814	45	20	3	2
E00090815	50	19	12	10
E00090816	57	29	8	7
E00090817	24	17	10	16
E00090818	51	46	16	30
E00090819	30	30	22	16
E00090820	22	17	18	14
E00090821	45	23	17	38
E00090822	45	23	3	11
E00090823	59	22	10	6
E00090824	65	17	5	2
E00090825	58	37	13	9
E00090826	64	34	14	10
E00090827	63	27	10	10
E00090828	38	34	10	17
E00090829	54	19	8	5
E00090830	54	33	13	11
E00090831	40	24	6	9
E00090832	25	34	15	42
E00090833	65	16	4	4
E00090834	33	29	13	22
E00090835	74	33	1	13
E00090836	48	28	12	30
E00090837	59	24	3	5
E00090838	40	38	12	11
E00090839	61	28	9	8
E00090840	71	24	6	3
E00090841	74	24	7	8
E00090842	47	44	18	29
E00090843	73	40	9	9
E00090844	66	27	9	5
E00090845	33	20	1	11
E00090846	47	44	9	10
E00090847	44	45	16	22
E00090848	75	31	9	9
E00090849	31	25	1	10
E00090850	64	31	4	13
E00090851	52	14	4	3
E00090852	50	10	6	4
E00090853	31	36	20	17
E00090854	12	23	16	24
E00090855	36	32	24	25
E00090856	45	24	7	8
E00090857	35	25	14	6
E00090858	24	21	20	15
E00090859	33	36	30	15
E00090860	40	16	27	18
E00090861	24	9	15	8
E00090862	23	18	25	16
E00090863	33	21	24	5
E00090864	13	18	18	14
E00090865	13	10	14	9
E00090866	40	36	26	13
E00090867	25	25	16	7
E00090868	28	34	15	10
E00090869	58	45	37	10
E00090870	36	43	30	12
E00090871	57	37	17	14
E00090872	54	38	34	20
E00090873	36	20	23	13
E00090874	28	36	21	9
E00090875	31	27	16	14
E00090876	45	44	21	11
E00090877	11	19	30	34
E00090878	34	19	20	12
E00090879	10	21	13	35
E00090880	43	42	19	9
E00090881	37	36	22	9
E00090882	20	12	13	14
E00090883	26	28	17	8
E00090884	10	8	7	1
E00090885	39	40	20	12
E00090887	18	13	6	12
E00090889	75	68	21	16
E00090890	34	29	21	6
E00090891	29	42	20	6
E00090895	31	32	16	14
E00090896	34	30	19	7
E00090897	15	59	33	8
E00090898	28	29	19	10
E00090899	33	37	46	18
E00090900	43	34	28	12
E00090901	33	19	29	14
E00090902	13	23	15	29
E00090903	21	31	28	21
E00090904	26	34	34	16
E00090905	37	45	39	18
E00090906	19	35	38	13
E00090907	20	31	22	27
E00090908	20	17	21	16
E00090909	15	28	29	18
E00090910	52	39	25	19
E00090911	46	33	20	14
E00090912	31	45	21	16
E00090913	38	45	21	11
E00090914	21	43	22	14
E00090915	12	15	8	6
E00090916	5	29	14	22
E00090917	41	57	21	16
E00090918	32	27	18	12
E00090919	28	25	13	16
E00090920	32	30	12	21
E00090921	45	51	16	16
E00090922	44	19	9	13
E00090923	25	15	8	8
E00090924	51	50	21	27
E00090925	37	29	9	13
E00090926	34	30	6	4
E00090927	20	19	21	10
E00090928	21	34	30	27
E00090929	33	40	30	13
E00090930	2	4	1	5
E00090931	28	40	19	30
E00090932	19	31	20	13
E00090933	27	34	17	13
E00090934	23	16	15	7
E00090935	28	18	16	13
E00090936	19	12	13	5
E00090937	28	26	15	15
E00090938	17	26	14	4
E00090939	32	28	12	6
E00090941	23	23	14	5
E00090942	16	28	14	7
E00090943	30	21	25	25
E00090945	23	38	27	39
E00090946	17	11	14	16
E00090947	7	22	29	42
E00090948	27	20	16	21
E00090949	14	17	23	47
E00090950	24	33	24	25
E00090951	9	21	22	34
E00090953	38	32	16	11
E00090954	43	40	27	10
E00090956	34	24	34	25
E00090957	63	49	25	22
E00090958	41	51	23	8
E00090960	15	6	18	19
E00090961	19	17	20	16
E00090962	29	25	13	18
E00090963	25	19	10	16
E00090964	39	32	16	18
E00090965	32	20	27	11
E00090966	13	34	23	31
E00090967	16	31	10	28
E00090968	24	23	17	9
E00090969	21	12	20	14
E00090970	23	23	9	12
E00090971	34	25	9	11
E00090972	31	36	23	15
E00090973	39	26	33	13
E00090974	32	24	31	12
E00090975	17	36	17	20
E00090976	29	30	22	9
E00090977	21	34	20	9
E00090978	12	17	23	21
E00090979	40	30	15	6
E00090980	7	11	12	16
E00090981	8	20	35	33
E00090982	31	44	30	22
E00090983	21	27	11	7
E00090984	28	22	30	15
E00090985	16	26	17	13
E00090986	25	32	29	19
E00090987	30	26	34	26
E00090988	5	8	20	11
E00090989	41	33	27	18
E00090990	18	25	28	20
E00090991	18	18	29	15
E00090992	34	21	16	12
E00090993	18	12	35	11
E00090994	40	28	25	18
E00090995	17	12	20	4
E00090996	9	15	35	15
E00090997	33	33	36	22
E00090998	24	32	20	12
E00090999	39	36	29	11
E00091000	23	15	11	11
E00091001	28	21	32	11
E00091002	40	34	26	15
E00091003	18	14	19	17
E00091004	30	25	24	11
E00091005	27	35	24	15
E00091006	34	21	19	10
E00091007	15	25	29	20
E00091008	27	26	27	10
E00091009	25	26	41	24
E00091010	13	12	15	10
E00091011	10	19	32	33
E00091012	20	50	31	34
E00091013	25	25	28	21
E00091014	11	14	34	20
E00091015	20	39	27	26
E00091016	16	36	30	22
E00091017	18	19	36	33
E00091018	16	13	27	21
E00091019	11	21	31	21
E00091020	16	25	27	27
E00091021	11	18	22	20
E00091022	12	33	31	28
E00091023	1	16	18	18
E00091024	21	29	24	23
E00091025	14	26	29	26
E00091026	25	56	37	40
E00091027	11	23	29	34
E00091028	8	23	29	27
E00091030	7	23	28	32
E00091031	23	30	18	22
E00091032	20	28	29	33
E00091033	15	27	44	31
E00091034	18	47	31	28
E00091036	15	35	33	41
E00091038	13	34	33	19
E00091039	3	12	19	37
E00091040	14	28	22	22
E00091041	25	29	31	12
E00091042	22	30	40	17
E00091044	25	51	46	37
E00091045	31	31	38	31
E00091046	12	17	27	16
E00091047	23	31	34	23
E00091048	13	18	25	24
E00091049	24	30	35	15
E00091050	15	25	33	36
E00091051	18	37	34	50
E00091052	12	27	19	31
E00091053	16	32	36	26
E00091054	21	19	25	19
E00091055	30	57	48	34
E00091056	10	20	30	36
E00091057	17	23	33	28
E00091058	25	22	22	13
E00091059	22	29	40	37
E00091060	3	16	11	14
E00091061	21	32	40	28
E00091062	12	24	29	22
E00091063	8	26	32	46
E00091064	35	26	33	10
E00091065	12	13	9	7
E00091066	34	22	26	22
E00091067	24	27	37	30
E00091068	42	44	24	11
E00091069	20	29	34	24
E00091070	23	42	26	22
E00091071	32	40	7	11
E00091072	45	40	36	23
E00091073	26	25	30	17
E00091074	25	15	23	19
E00091075	43	29	17	10
E00091076	34	28	19	26
E00091077	32	27	24	16
E00091078	28	39	27	25
E00091079	27	35	26	19
E00091080	43	20	30	13
E00091081	16	23	37	19
E00091082	50	44	27	8
E00091083	34	36	23	16
E00091084	12	6	14	10
E00091085	26	40	32	29
E00091086	31	22	15	13
E00091087	14	21	14	17
E00091088	21	30	42	44
E00091089	28	36	30	19
E00091090	50	23	17	8
E00091091	21	14	17	11
E00091092	37	17	13	6
E00091093	10	12	21	12
E00091094	10	17	3	12
E00091095	57	21	13	8
E00091096	46	38	24	23
E00091097	10	54	29	31
E00091098	23	29	37	23
E00091099	6	25	24	18
E00091100	6	26	23	19
E00091101	13	32	25	19
E00091102	16	31	33	22
E00091103	12	22	28	27
E00091104	33	62	39	31
E00091105	14	29	34	17
E00091106	25	23	30	13
E00091107	13	23	31	17
E00091108	16	27	39	25
E00091109	23	40	41	41
E00091110	14	34	30	20
E00091111	27	38	32	19
E00091112	16	32	17	19
E00091113	8	22	27	25
E00091114	13	53	43	31
E00091115	22	43	41	39
E00091116	6	7	22	21
E00091117	20	44	28	31
E00091118	12	14	14	13
E00091119	14	42	37	47
E00091120	11	27	28	16
E00091121	8	18	18	30
E00091122	7	18	20	16
E00091123	7	16	21	47
E00091124	2	16	22	81
E00091125	7	14	22	64
E00091126	5	20	22	71
E00091127	11	21	22	47
E00091128	20	25	26	28
E00091129	25	26	22	26
E00091130	30	43	34	32
E00091131	8	20	25	16
E00091132	14	29	31	21
E00091133	25	35	17	18
E00091134	28	40	37	24
E00091135	7	22	22	21
E00091136	17	22	30	19
E00091137	10	6	17	7
E00091138	14	22	28	27
E00091139	26	45	20	12
E00091140	25	28	36	16
E00091141	12	18	15	13
E00091142	13	25	19	18
E00091143	19	18	22	17
E00091144	17	30	33	30
E00091145	16	40	34	31
E00091146	15	29	35	29
E00091147	6	18	33	25
E00091148	12	18	28	28
E00091149	10	40	29	29
E00091150	14	19	19	38
E00091151	18	31	33	39
E00091152	9	17	23	31
E00091153	22	39	45	40
E00091154	10	22	19	17
E00091155	19	37	41	32
E00091156	20	28	29	43
E00091157	23	48	35	44
E00091158	11	24	25	18
E00091159	18	23	15	20
E00091160	8	15	23	25
E00091161	7	14	14	25
E00091162	2	26	21	38
E00091163	2	21	22	52
E00091164	8	15	30	46
E00091165	6	17	26	71
E00091166	3	13	17	63
E00091167	14	34	26	98
E00091168	11	22	22	44
E00091169	12	27	26	26
E00091170	8	16	30	36
E00091171	6	25	13	51
E00091172	7	23	34	59
E00091173	10	22	35	44
E00091174	3	19	34	38
E00091175	11	26	28	33
E00091176	17	24	32	29
E00091177	12	28	22	28
E00091178	13	20	17	26
E00091179	12	17	20	32
E00091180	11	30	25	70
E00091181	9	20	18	39
E00091182	6	17	33	24
E00091183	8	18	22	67
E00091184	5	9	19	29
E00091185	25	26	23	16
E00091186	18	28	21	16
